API_ApplicationId,API_ApplicationReference,API_BrokerId,API_BrokerReference,API_BrokerName,API_MemberId,API_MemberReference,API_MemberName,API_Discriminator,API_ApplicationType,API_ApplicationProductType,API_ApplicationUnderwriterEmail,API_ApplicationFirstTransaction,API_PolicyStartDate,API_PolicyEndDate,API_IsRenewalApplication,API_RenewalFromPolicyReference
76026,1044560,882,119,SEALION SHIPPING,44874,73298,Day3TestMember,Quote,P&I,Janie.Welsh@shipownersclub.com,274466,2020-09-07T12:00:00+00:00,2021-09-07T12:00:00+00:00,false
76025,1044559,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Quote,P&I,Janie.Welsh@shipownersclub.com,274463,2020-09-07T12:00:00+00:00,2021-09-07T12:00:00+00:00,false
76024,1044558,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Policy,P&I,Janie.Welsh@shipownersclub.com,274461,2020-09-07T12:00:00+00:00,2021-09-07T12:00:00+00:00,false
76023,1044558,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Quote,P&I,Janie.Welsh@shipownersclub.com,274458,2020-09-07T12:00:00+00:00,2021-09-07T12:00:00+00:00,false
76022,1044557,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Quote,P&I,Janie.Welsh@shipownersclub.com,274454,2020-09-07T12:00:00+00:00,2021-09-07T12:00:00+00:00,false
76020,1044555,849,199,RIVERS INSURANCE BROKERS PTY LTD,44873,73297,Member 02Sep1450,Quote,P&I,Janie.Welsh@shipownersclub.com,274452,2020-10-01T12:00:00+00:00,2021-10-01T12:00:00+00:00,false
76019,1044554,780,104,POST & CO (P & I),44873,73297,Member 02Sep1450,Quote,P&I,Janie.Welsh@shipownersclub.com,274449,2020-10-01T12:00:00+00:00,2021-10-01T12:00:00+00:00,false
76018,1044553,780,104,POST & CO (P & I),44872,73296,Member 01Sep1033,Quote,P&I,Janie.Welsh@shipownersclub.com,274445,2020-10-01T12:00:00+00:00,2021-10-01T12:00:00+00:00,false
76017,1044552,882,119,SEALION SHIPPING,44871,73295,MyMember,Policy,P&I,Janie.Welsh@shipownersclub.com,274439,2020-08-28T12:00:00+00:00,2021-08-28T12:00:00+00:00,false
76016,1044552,882,119,SEALION SHIPPING,44871,73295,MyMember,Quote,P&I,Janie.Welsh@shipownersclub.com,274436,2020-08-28T12:00:00+00:00,2021-08-28T12:00:00+00:00,false
76015,1044551,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Policy,P&I,Janie.Welsh@shipownersclub.com,274434,2020-08-26T12:00:00+00:00,2021-08-26T12:00:00+00:00,false
76014,1044551,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Quote,P&I,Janie.Welsh@shipownersclub.com,274433,2020-08-26T12:00:00+00:00,2021-08-26T12:00:00+00:00,false
76013,1044550,882,119,SEALION SHIPPING,44871,73295,MyMember,Quote,P&I,Janie.Welsh@shipownersclub.com,274431,2020-08-28T12:00:00+00:00,2021-08-28T12:00:00+00:00,false
76012,1044549,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Quote,P&I,Janie.Welsh@shipownersclub.com,274430,2020-08-27T12:00:00+00:00,2021-08-27T12:00:00+00:00,false
76011,1044548,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Quote,P&I,Janie.Welsh@shipownersclub.com,274429,2020-08-27T12:00:00+00:00,2021-08-27T12:00:00+00:00,false
76010,1044547,882,119,SEALION SHIPPING,44866,73290,Suraj Member,Quote,P&I,Janie.Welsh@shipownersclub.com,274428,2020-08-27T12:00:00+00:00,2021-08-27T12:00:00+00:00,false
