API_JointAssuredId,API_JointAssuredReference,API_Party_Id,API_CrmIdentifier,API_OrganisationName,API_Salutation,API_FirstName,API_MiddleName,API_LastName,API_Name,API_SearchName,API_EmailAddress,API_Telephone,API_Fax,API_Address_Id,API_AddressName,API_Line1,API_Line2,API_Line3,API_City,API_StateOrProvince,API_Country,API_Postcode
41858,503671,112516,72277e0e-8464-ea11-a811-000d3a86a8cf,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,112931,null,null,null,null,null,null,null,null
41857,503670,87361,63ac2005-aa93-e711-b767-005056b03908,PT BROTOJOYO MARITIME.,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,58919,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,null,null,Jakarta 10160,null,INDONESIA,null
41857,503670,87361,63ac2005-aa93-e711-b767-005056b03908,PT BROTOJOYO MARITIME.,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,58919,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,null,null,Jakarta 10160,null,INDONESIA,null
41857,503670,87361,63ac2005-aa93-e711-b767-005056b03908,PT BROTOJOYO MARITIME.,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,58919,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,null,null,Jakarta 10160,null,INDONESIA,null
41856,503669,87284,796b6b58-1892-e711-b767-005056b03908,SAM Interyachts Monaco,null,null,null,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,58842,null,null,null,null,null,null,null,null
41856,503669,87284,796b6b58-1892-e711-b767-005056b03908,SAM Interyachts Monaco,null,null,null,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,58842,null,null,null,null,null,null,null,null
41855,503668,87068,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41855,503668,87068,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41855,503668,87068,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41855,503668,87068,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41853,503666,86949,ce715d7f-a388-e711-b767-005056b03908,Vinaconnect Trading and Investment Co.Ltd,null,null,null,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,58481,76 Tran Dinh Xu,Ward Co Giang  District 1,null,null,HCM city,null,VIETNAM,null
41853,503666,86949,ce715d7f-a388-e711-b767-005056b03908,Vinaconnect Trading and Investment Co.Ltd,null,null,null,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,58481,76 Tran Dinh Xu,Ward Co Giang  District 1,null,null,HCM city,null,VIETNAM,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,86608,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41851,503664,86015,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41851,503664,86015,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41851,503664,86015,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41851,503664,86015,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41850,503663,85721,aeafef5c-f071-e711-b767-005056b03908,PANTANASSA SHIPPING CO.,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,57216,The Trust Company of the Marshall Islands  inc.,Ajeltake Isalnd,PO Box 1405,null,Majuro,null,MARSHALL ISLANDS,96960
41850,503663,85721,aeafef5c-f071-e711-b767-005056b03908,PANTANASSA SHIPPING CO.,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,57216,The Trust Company of the Marshall Islands  inc.,Ajeltake Isalnd,PO Box 1405,null,Majuro,null,MARSHALL ISLANDS,96960
41850,503663,85721,aeafef5c-f071-e711-b767-005056b03908,PANTANASSA SHIPPING CO.,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,57216,The Trust Company of the Marshall Islands  inc.,Ajeltake Isalnd,PO Box 1405,null,Majuro,null,MARSHALL ISLANDS,96960
41849,503662,85680,1a1ffe2f-4071-e711-b767-005056b03908,KS Southampton Ltd.,null,null,null,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,57180,Block C  Office 8  179 Marina Seafront,null,null,null,Pieta PTA 9072,null,MALTA,null
41849,503662,85680,1a1ffe2f-4071-e711-b767-005056b03908,KS Southampton Ltd.,null,null,null,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,57180,Block C  Office 8  179 Marina Seafront,null,null,null,Pieta PTA 9072,null,MALTA,null
41848,503661,85531,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks  p.l.c. ,null,null,null,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin  4,null,IRELAND REPUBLIC OF,null
41848,503661,85531,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks  p.l.c. ,null,null,null,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin  4,null,IRELAND REPUBLIC OF,null
41848,503661,85531,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks  p.l.c. ,null,null,null,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin  4,null,IRELAND REPUBLIC OF,null
41848,503661,85531,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks  p.l.c. ,null,null,null,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,Allied Irish Banks  p.l.c. ,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin  4,null,IRELAND REPUBLIC OF,null
41847,503660,85317,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25  Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41847,503660,85317,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25  Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41847,503660,85317,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25  Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41847,503660,85317,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25  Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41846,503659,85316,2a34559e-7368-e711-b767-005056b03908,Anitipollution Thessaloniki Maritime Company,null,null,null,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,-,null,null,26673,L. 959/79,90th  26th Okyovrias & Minotava,null,null,Thessaloniki,null,GREECE,null
41845,503658,85252,cbbaeaaf-1b67-e711-b767-005056b03908,LEASEXPLORER SAS,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,26602,40  Quai de Dion Bouton,null,null,null,92 800 PUTEAUX,null,FRANCE,null
41845,503658,85252,cbbaeaaf-1b67-e711-b767-005056b03908,LEASEXPLORER SAS,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,26602,40  Quai de Dion Bouton,null,null,null,92 800 PUTEAUX,null,FRANCE,null
41845,503658,85252,cbbaeaaf-1b67-e711-b767-005056b03908,LEASEXPLORER SAS,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,26602,40  Quai de Dion Bouton,null,null,null,92 800 PUTEAUX,null,FRANCE,null
41844,503657,85010,a9b504f7-6062-e711-b767-005056b03908,Deme Building Materials N.V.,null,null,null,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,26409,Europaweg Zuid 4,null,null,null,4389 PD RITTHEM,null,NETHERLANDS,null
41844,503657,85010,a9b504f7-6062-e711-b767-005056b03908,Deme Building Materials N.V.,null,null,null,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,26409,Europaweg Zuid 4,null,null,null,4389 PD RITTHEM,null,NETHERLANDS,null
