SQL_ApplicationRiskId,SQL_Id,SQL_RiskReference,SQL_MemberId,SQL_MemberReference,SQL_MemberName,SQL_ApplicationId,SQL_ApplicationReference,SQL_ApplicationType,SQL_EmailAddress,SQL_VesselId,SQL_ImoNumber,SQL_VesselName,SQL_VesselType,SQL_CallSign,SQL_GrossTonnage,SQL_YearBuilt,SQL_FlagCountryCode,SQL_FlagCountryName,SQL_PortOfRegistryCode,SQL_PortOfRegistryName,SQL_RiskCategoryName,SQL_EngineHorsePower,SQL_TrademarkEngineModelNumber
150698,130130,682588,44884,73308,FirstUpdate Member,76084,1044597,Quote,Janie.Welsh@shipownersclub.com,130130,4363498,Risk1 ForMember,YACHT CHARTER 13+ PAX,ep1,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150697,130129,682587,44883,73307,NewMember For155070,76083,1044596,Policy,Janie.Welsh@shipownersclub.com,130129,3536323,SecondRisk,YACHT CHARTER 13+ PAX,er234,3333,2012,USA,UNITED STATES OF AMERICA,MIA,MIAMI,YACHTS,null,null
150696,130129,682587,44883,73307,NewMember For155070,76082,1044596,Quote,Janie.Welsh@shipownersclub.com,130129,3536323,SecondRisk,YACHT CHARTER 13+ PAX,er234,3333,2012,USA,UNITED STATES OF AMERICA,MIA,MIAMI,YACHTS,null,null
150695,130128,682586,44883,73307,NewMember For155070,76081,1044595,Policy,Janie.Welsh@shipownersclub.com,130128,5432648,FirstRisk,YACHT CHARTER 13+ PAX,AAIIAIO,3333,2012,USA,UNITED STATES OF AMERICA,MIA,MIAMI,YACHTS,null,null
150692,130128,682586,44883,73307,NewMember For155070,76078,1044594,Policy,Janie.Welsh@shipownersclub.com,130128,5432648,FirstRisk,YACHT CHARTER 13+ PAX,AAIIAIO,3333,2012,USA,UNITED STATES OF AMERICA,MIA,MIAMI,YACHTS,null,null
150691,130128,682586,44883,73307,NewMember For155070,76077,1044594,Quote,Janie.Welsh@shipownersclub.com,130128,5432648,FirstRisk,YACHT CHARTER 13+ PAX,AAIIAIO,3333,2012,USA,UNITED STATES OF AMERICA,MIA,MIAMI,YACHTS,null,null
150690,130127,682585,44882,73306,NewMember ForAPI,76076,1044593,Policy,Janie.Welsh@shipownersclub.com,130127,5646445,B152672 R2r3,YACHT CHARTER 13+ PAX,hf,2500,2012,IRL,IRELAND REPUBLIC OF,COR,CORK,YACHTS,null,null
150689,130126,682584,44882,73306,NewMember ForAPI,76076,1044593,Policy,Janie.Welsh@shipownersclub.com,130126,2354534,B152672 R2r2,YACHT CHARTER 13+ PAX,oi,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150688,130127,682585,44882,73306,NewMember ForAPI,76075,1044593,Quote,Janie.Welsh@shipownersclub.com,130127,5646445,B152672 R2r3,YACHT CHARTER 13+ PAX,hf,2500,2012,IRL,IRELAND REPUBLIC OF,COR,CORK,YACHTS,null,null
150687,130126,682584,44882,73306,NewMember ForAPI,76075,1044593,Quote,Janie.Welsh@shipownersclub.com,130126,2354534,B152672 R2r2,YACHT CHARTER 13+ PAX,oi,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150686,130125,682583,44882,73306,NewMember ForAPI,76074,1044592,Policy,Janie.Welsh@shipownersclub.com,130125,6544682,B152672 R2R,YACHT CHARTER 13+ PAX,34643,2500,2012,GBR,UNITED KINGDOM,TRE,TRIESTE,YACHTS,null,null
150685,130125,682583,44882,73306,NewMember ForAPI,76073,1044592,Quote,Janie.Welsh@shipownersclub.com,130125,6544682,B152672 R2R,YACHT CHARTER 13+ PAX,34643,2500,2012,GBR,UNITED KINGDOM,TRE,TRIESTE,YACHTS,null,null
150684,130124,682582,44882,73306,NewMember ForAPI,76072,1044591,Policy,Janie.Welsh@shipownersclub.com,130124,null,Risk2,YACHT CHARTER 13+ PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150683,130124,682582,44882,73306,NewMember ForAPI,76071,1044591,Quote,Janie.Welsh@shipownersclub.com,130124,null,Risk2,YACHT CHARTER 13+ PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150682,130123,682581,44881,73305,New MemberFINAL,76070,1044590,Quote,Janie.Welsh@shipownersclub.com,130123,null,AddedARisk,YACHT CHARTER 13+ PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150681,130122,682580,44881,73305,New MemberFINAL,76069,1044589,Quote,Janie.Welsh@shipownersclub.com,130122,null,AAARRRR111,YACHT CHARTER 13+ PAX,null,2500,2012,GBR,UNITED KINGDOM,FEL,FELIXSTOWE,YACHTS,null,null
150680,130122,682580,44881,73305,New MemberFINAL,76069,1044589,Quote,Janie.Welsh@shipownersclub.com,130122,null,AAARRRR111,YACHT CHARTER 13+ PAX,null,2500,2012,GBR,UNITED KINGDOM,FEL,FELIXSTOWE,YACHTS,null,null
150679,130121,682579,44881,73305,New MemberFINAL,76068,1044588,Quote,Janie.Welsh@shipownersclub.com,130121,null,OneRiskOnly,YACHT CHARTER 13+ PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150678,130120,682578,44881,73305,New MemberFINAL,76067,1044587,Policy,Janie.Welsh@shipownersclub.com,130120,null,RiskBound,YACHT CHARTER MAX 12 PAX,DDDD,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150677,130120,682578,44881,73305,New MemberFINAL,76066,1044587,Quote,Janie.Welsh@shipownersclub.com,130120,null,RiskBound,YACHT CHARTER MAX 12 PAX,DDDD,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150676,130119,682577,44881,73305,New MemberFINAL,76065,1044586,Policy,Janie.Welsh@shipownersclub.com,130119,1029388,OnlyRisk,YACHT CHARTER 13+ PAX,ABCD3,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150675,130119,682577,44881,73305,New MemberFINAL,76064,1044586,Quote,Janie.Welsh@shipownersclub.com,130119,1029388,OnlyRisk,YACHT CHARTER 13+ PAX,ABCD3,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150672,130118,682576,44881,73305,New MemberFINAL,76062,1044584,Policy,Janie.Welsh@shipownersclub.com,130118,null,Bug152891 Risk 2,YACHT CHARTER 13+ PAX,null,2500,2012,IRL,IRELAND REPUBLIC OF,COR,CORK,YACHTS,null,null
150671,130117,682575,44881,73305,New MemberFINAL,76062,1044584,Policy,Janie.Welsh@shipownersclub.com,130117,null,Bug152891 Risk 1,YACHT CHARTER 13+ PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150670,130118,682576,44881,73305,New MemberFINAL,76061,1044584,Quote,Janie.Welsh@shipownersclub.com,130118,null,Bug152891 Risk 2,YACHT CHARTER 13+ PAX,null,2500,2012,IRL,IRELAND REPUBLIC OF,COR,CORK,YACHTS,null,null
150669,130117,682575,44881,73305,New MemberFINAL,76061,1044584,Quote,Janie.Welsh@shipownersclub.com,130117,null,Bug152891 Risk 1,YACHT CHARTER 13+ PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150668,130116,682574,44881,73305,New MemberFINAL,76060,1044583,Policy,Janie.Welsh@shipownersclub.com,130116,null,arisk,YACHT CHARTER MAX 12 PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150667,130116,682574,44881,73305,New MemberFINAL,76059,1044583,Quote,Janie.Welsh@shipownersclub.com,130116,null,arisk,YACHT CHARTER MAX 12 PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150666,130115,682573,44881,73305,New MemberFINAL,76057,1044581,Policy,Janie.Welsh@shipownersclub.com,130115,null,R2B152672 R3,YACHT CHARTER 13+ PAX,null,2500,2012,GBR,UNITED KINGDOM,FEL,FELIXSTOWE,YACHTS,null,null
150665,130114,682572,44881,73305,New MemberFINAL,76057,1044581,Policy,Janie.Welsh@shipownersclub.com,130114,null,R2B152672 R2,YACHT CHARTER 13+ PAX,null,2500,2012,IRL,IRELAND REPUBLIC OF,COR,CORK,YACHTS,null,null
150664,130113,682571,44881,73305,New MemberFINAL,76057,1044581,Policy,Janie.Welsh@shipownersclub.com,130113,null,R2B152672 R1,YACHT CHARTER 13+ PAX,null,3333,2012,ITA,ITALY,GEN,GENOA,YACHTS,null,null
150663,130115,682573,44881,73305,New MemberFINAL,76056,1044581,Quote,Janie.Welsh@shipownersclub.com,130115,null,R2B152672 R3,YACHT CHARTER 13+ PAX,null,2500,2012,GBR,UNITED KINGDOM,FEL,FELIXSTOWE,YACHTS,null,null
150662,130114,682572,44881,73305,New MemberFINAL,76056,1044581,Quote,Janie.Welsh@shipownersclub.com,130114,null,R2B152672 R2,YACHT CHARTER 13+ PAX,null,2500,2012,IRL,IRELAND REPUBLIC OF,COR,CORK,YACHTS,null,null
150661,130113,682571,44881,73305,New MemberFINAL,76056,1044581,Quote,Janie.Welsh@shipownersclub.com,130113,null,R2B152672 R1,YACHT CHARTER 13+ PAX,null,3333,2012,ITA,ITALY,GEN,GENOA,YACHTS,null,null
150660,130112,682570,44880,73304,New4 Safety,76055,1044580,Quote,Janie.Welsh@shipownersclub.com,130112,null,B152672 R3,YACHT CHARTER 13+ PAX,null,2500,2012,GBR,UNITED KINGDOM,FEL,FELIXSTOWE,YACHTS,null,null
150659,130111,682569,44880,73304,New4 Safety,76055,1044580,Quote,Janie.Welsh@shipownersclub.com,130111,null,B152672 R2,YACHT CHARTER 13+ PAX,null,2500,2012,IRL,IRELAND REPUBLIC OF,COR,CORK,YACHTS,null,null
150658,130110,682568,44880,73304,New4 Safety,76055,1044580,Quote,Janie.Welsh@shipownersclub.com,130110,null,B152672 R1,YACHT CHARTER 13+ PAX,null,2500,2012,ITA,ITALY,TRE,TRIESTE,YACHTS,null,null
150657,130109,682567,31227,50700,Eleven Yachting Limited,76054,1044579,Quote,Nicola.Kingman@shipownersclub.com,130109,null,ganbatte kudasai,YACHT PRIVATE OWNED NO CHARTER,null,123,2003,ALD,ALAND ISLANDS,A G,A GUARDA,YACHTS,null,null
150656,130108,682566,31227,50700,Eleven Yachting Limited,76053,1044578,Quote,Nicola.Kingman@shipownersclub.com,130108,null,ganbatte,DREDGING (FISHING),null,123,2003,ALD,ALAND ISLANDS,A G,A GUARDA,FISHING VESSELS,null,null
150654,130107,682565,44879,73303,Day0_MemberByRef,76051,1044576,Policy,Janie.Welsh@shipownersclub.com,130107,8765345,SurajRisk,DREDGING (FISHING),123,120,2000,IND,INDIA,GOI,GOA (INDIA),FISHING VESSELS,null,null
150653,130107,682565,44879,73303,Day0_MemberByRef,76050,1044576,Quote,Janie.Welsh@shipownersclub.com,130107,8765345,SurajRisk,DREDGING (FISHING),123,120,2000,IND,INDIA,GOI,GOA (INDIA),FISHING VESSELS,null,null
150652,130106,682564,44878,73302,Day3_Member,76049,1044575,Policy,Janie.Welsh@shipownersclub.com,130106,null,MTAVessel,DREDGING (FISHING),1000,200,2020,IND,INDIA,GOI,GOA (INDIA),FISHING VESSELS,null,null
150651,130106,682564,44878,73302,Day3_Member,76048,1044575,Quote,Janie.Welsh@shipownersclub.com,130106,null,MTAVessel,DREDGING (FISHING),1000,200,2020,IND,INDIA,GOI,GOA (INDIA),FISHING VESSELS,null,null
150650,130105,682563,44865,73289,Day3_MemberForRiskName,76046,1044573,Policy,Janie.Welsh@shipownersclub.com,130105,8765345,SurajRisk,DREDGING (FISHING),123,120,2000,IND,INDIA,GOI,GOA (INDIA),FISHING VESSELS,null,null
150649,130105,682563,44865,73289,Day3_MemberForRiskName,76045,1044573,Quote,Janie.Welsh@shipownersclub.com,130105,8765345,SurajRisk,DREDGING (FISHING),123,120,2000,IND,INDIA,GOI,GOA (INDIA),FISHING VESSELS,null,null
