API_ApplicationId,API_Party_Id,API_PartyRoleTypeName,API_AccociatedPartyId,API_CrmIdentifier,API_OrganisationName,API_Salutation,API_FirstName,API_MiddleName,API_LastName,API_Name,API_SearchName,API_EmailAddress,API_Telephone,API_Fax,API_Address_Id,API_AddressName,API_Line1,API_Line2,API_Line3,API_City,API_StateOrProvince,API_Country,API_Postcode
76029,112607,InterestedParty,191281,7b16c878-9c42-4de2-8fa3-26a4f01606fd,null,Mr.,P2,null,IntParty2,Mr. P2 IntParty2,P2 IntParty2,up@there.com,+445588669,+445511225,113022,IntParty2 AddName,IntParty2 L1,IntParty2 L2,IntParty2 L3,Whitby,East Riding,UNITED KINGDOM,YO4 4WH
76029,112606,InterestedParty,191280,ea4b4ccd-5384-401c-8ae1-43b24c08f7f5,P1 IntParty1,null,null,null,null,P1 IntParty1,P1 IntParty1,null,null,null,113021,P1 IntParty1 AddName,P1 IntParty1L1,P1 IntParty1L2,null,Harrogate,null,UNITED KINGDOM,YO3 3HA
76028,112611,Joint Assured,191279,83d4e659-dc40-472a-b12e-229d42c01a72,null,Dr.,P6,null,JA_Party4,Dr. P6 JA_Party4,P6 JA_Party4,null,null,null,113026,JA_Party4 AddName,JA_Party4 L1,JA_Party4 L2,null,Doncaster,null,UNITED KINGDOM,DN1 1ND
76028,112610,Joint Assured,191278,e841a120-c261-49b3-bf43-e128ca8601d9,P5 JA_Party3,null,null,null,null,P5 JA_Party3,P5 JA_Party3,null,null,null,113025,P5 JA_Party3 AddName,P5 JA_Party3 L1,P5 JA_Party3 L2,null,Scunthorpe,null,UNITED KINGDOM,SC1 1SC
76028,112609,Joint Assured,191277,295cec75-7524-4edd-8d9e-5177392f21fe,null,Captain,P4,null,JA_Party2,Captain P4 JA_Party2,P4 JA_Party2,null,null,null,113024,JA_Party2 AddName,JA_Party2 L1,JA_Party2 L2,null,Barnsley,South Yorkshire,UNITED KINGDOM,S20 1sh
76028,112608,Joint Assured,191276,39dab1d8-bb19-4864-b572-e72b5d02dbb5,P3 JA_Party1,null,null,null,null,P3 JA_Party1,P3 JA_Party1,o@k.com,+4477558899,+44995544225,113023,P3 JA_Party1 AddName,P3 JA_Party1 L1,P3 JA_Party1 L2,null,Halifax,West Yorkshire,UNITED KINGDOM,LE1 1LE
76028,112607,InterestedParty,191275,7b16c878-9c42-4de2-8fa3-26a4f01606fd,null,Mr.,P2,null,IntParty2,Mr. P2 IntParty2,P2 IntParty2,up@there.com,+445588669,+445511225,113022,IntParty2 AddName,IntParty2 L1,IntParty2 L2,IntParty2 L3,Whitby,East Riding,UNITED KINGDOM,YO4 4WH
76028,112606,InterestedParty,191274,ea4b4ccd-5384-401c-8ae1-43b24c08f7f5,P1 IntParty1,null,null,null,null,P1 IntParty1,P1 IntParty1,null,null,null,113021,P1 IntParty1 AddName,P1 IntParty1L1,P1 IntParty1L2,null,Harrogate,null,UNITED KINGDOM,YO3 3HA
76027,112600,Joint Assured,191273,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
76026,112600,Joint Assured,191272,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
76024,112589,Joint Assured,191270,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
76023,112589,Joint Assured,191269,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
76022,112589,Joint Assured,191268,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
76017,112600,Joint Assured,191267,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
76016,112600,Joint Assured,191266,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
76009,112601,Crew Manager,191265,1cc5f794-d7f3-4a5a-9e5a-a04ba7782673,MyParty_28082020,null,null,null,null,MyParty_28082020,MyParty_28082020,MyEmail@emaill.com,67576577889,77987797,113016,MyAddressName,MyLine1,MyLine2,MyLine3,MyCity,MyState,INDIA,9898988
76008,112601,Crew Manager,191264,1cc5f794-d7f3-4a5a-9e5a-a04ba7782673,MyParty_28082020,null,null,null,null,MyParty_28082020,MyParty_28082020,MyEmail@emaill.com,67576577889,77987797,113016,MyAddressName,MyLine1,MyLine2,MyLine3,MyCity,MyState,INDIA,9898988
76007,112600,Mortgagee,191263,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
76006,112600,Mortgagee,191262,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
76002,112589,Joint Assured,191261,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
76001,112589,Joint Assured,191260,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75999,112589,Joint Assured,191259,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75998,112589,Joint Assured,191258,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75996,112589,Joint Assured,191257,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75995,112589,Joint Assured,191256,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75993,112597,Mortgagee,191255,1428bf9a-f521-4850-8a38-3c76775e1ece,Party26Aug Party2,null,null,null,null,Party26Aug Party2,Party26Aug Party2,null,null,null,113012,Party26Aug Party2 AddName,Party26Aug Party2 L1,Party26Aug Party2L2,null,York,North Yorkshire,UNITED KINGDOM,Y1 1AY
75993,112596,Joint Assured,191254,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,null,null,null,null,Party26Aug Party1,Party26Aug Party1,null,null,null,113011,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L3,Aberdeen,Aberdeenshire,UNITED KINGDOM,Ab1 1AB
75992,112597,Mortgagee,191253,1428bf9a-f521-4850-8a38-3c76775e1ece,Party26Aug Party2,null,null,null,null,Party26Aug Party2,Party26Aug Party2,null,null,null,113012,Party26Aug Party2 AddName,Party26Aug Party2 L1,Party26Aug Party2L2,null,York,North Yorkshire,UNITED KINGDOM,Y1 1AY
75992,112596,Joint Assured,191252,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,null,null,null,null,Party26Aug Party1,Party26Aug Party1,null,null,null,113011,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L3,Aberdeen,Aberdeenshire,UNITED KINGDOM,Ab1 1AB
75987,112589,Crew Manager,191251,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75986,112589,InterestedParty,191250,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party,null,null,null,null,Suraj new Party,Suraj new Party,null,null,null,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75985,112589,Crew Manager,191249,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party,null,null,null,null,Suraj new Party,Suraj new Party,null,null,null,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75984,112592,Joint Assured,191248,77802ca7-0bd0-4095-a48f-585dbe947fcd,TestParty,null,null,null,null,TestParty,TestParty,Party@Party.com,4567890876,,113007,PartyAddressName,PartyLine1,PartyLine2,PartyLine3,PartyCity,PartyState,INDIA,3212312
75982,112589,Joint Assured,191246,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party,null,null,null,null,Suraj new Party,Suraj new Party,null,null,null,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75981,112588,InterestedParty,191245,91f58fcc-7621-42cd-ab14-2f5edcbc66d2,UpdatedMember_27082020,null,null,null,null,UpdatedMember_27082020,UpdatedMember_27082020,mem@mem.mem,452-125,333-444,113003,Automation New Member,ADR Line 1,ADR Line 2,null,London,null,UNITED KINGDOM,34A PD
75980,112589,Crew Manager,191244,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75979,112589,Crew Manager,191243,fed3845b-9d23-431a-af37-60183c407483,SurajParty,null,null,null,null,SurajParty,SurajParty,null,null,null,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75978,112589,Joint Assured,191242,fed3845b-9d23-431a-af37-60183c407483,SurajParty,null,null,null,null,SurajParty,SurajParty,null,null,null,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
75977,112588,InterestedParty,191241,91f58fcc-7621-42cd-ab14-2f5edcbc66d2,AutoMember_053725_190820,null,null,null,null,AutoMember_053725_190820,AutoMember_053725_190820,mem@mem.mem,452-125,333-444,113003,Automation New Member,ADR Line 1,ADR Line 2,null,London,null,UNITED KINGDOM,34A PD
75976,82699,Joint Assured,191239,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,null,null,null,null,Tom test crew manager,Tom test crew manager,null,null,null,23905,null,null,null,null,null,null,null,null
75975,82699,Joint Assured,191238,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,null,null,null,null,Tom test crew manager,Tom test crew manager,null,null,null,23905,null,null,null,null,null,null,null,null
75974,82697,Joint Assured,191237,503e7d67-c737-e711-b767-005056b03908,TOM TEST YACHT PILOT,null,null,null,null,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,janie.welsh@shipownersclub.com,null,null,23903,Test Address Name,null,null,null,Test City,null,ITALY,null
75965,82700,Crew Manager,191235,72b73bcb-c837-e711-b767-005056b03908,Tom test Mortgagee,null,null,null,null,Tom test Mortgagee,Tom test Mortgagee,null,null,null,23906,Test Bank,null,null,null,Test City,null,ITALY,null
75964,96380,Joint Assured,191234,f75040d2-c51a-e911-a988-0022480050c6,PT PELAYARAN SINAR GRATIA NUSANTARA,null,null,null,null,PT PELAYARAN SINAR GRATIA NUSANTARA,PT PELAYARAN SINAR GRATIA NUSANTARA,null,null,null,96396,null,null,null,null,null,null,null,null
75963,48777,Joint Assured,191233,f684396b-daa6-e411-b3ac-005056b03908,Pt Pelayaran Teguh Persada Kencana,null,null,null,null,Pt Pelayaran Teguh Persada Kencana,Pt Pelayaran Teguh Persada Kencana,null,null,null,23082,Jl. Raja Ali Haji Komp.,Nagoya Point Blok JJ No. 4,Kota,null,Batam 29444,null,INDONESIA,null
75962,112580,Crew Manager,191240,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,null,Leeds,est Yorkshire,UNITED KINGDOM,L1 1BB
75962,112580,Crew Manager,191236,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,null,Leeds,est Yorkshire,UNITED KINGDOM,L1 1BB
75962,112583,Protective Co-Assured,191232,b71d9ce4-b249-4a8b-a51f-d2afc5f6e9a9,17AugRun2 Party 5,null,null,null,null,17AugRun2 Party 5,17AugRun2 Party 5,null,null,null,112998,17AugRun2 Party 5Add Name,17AugRun2 Party 5 L1,17AugRun2 Party 5 L2,null,BHAM,null,UNITED KINGDOM,B37 7HG
75962,112582,Mortgagee,191231,76924454-4c1c-41d1-9390-91cf2ba02079,17AugRun2 Party 4,null,null,null,null,17AugRun2 Party 4,17AugRun2 Party 4,null,null,null,112997,17AugRun2 Party 4 Add Name,17AugRun2 Party 4 L1,17AugRun2 Party 4 L2,null,BHAM,null,UNITED KINGDOM,B37 7HG
75962,112581,Mortgagee,191230,c054c839-162a-4dc7-b67b-7c9824d0d1c6,17AugRun2 Party 3,null,null,null,null,17AugRun2 Party 3,17AugRun2 Party 3,null,null,null,112996,17AugRun2 Party 3 Add Name,17AugRun2 Party 3 L1,17AugRun2 Party 3 L2,null,Derby ,Derbyshire,UNITED KINGDOM,D1 1DB
75962,112580,Crew Manager,191229,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,null,Leeds,est Yorkshire,UNITED KINGDOM,L1 1BB
75962,112579,Joint Assured,191228,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,+445511225,+44558855221,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,Birmingham,Midlands,UNITED KINGDOM,B37 7HG
75961,112582,Mortgagee,191227,76924454-4c1c-41d1-9390-91cf2ba02079,17AugRun2 Party 4,null,null,null,null,17AugRun2 Party 4,17AugRun2 Party 4,null,null,null,112997,17AugRun2 Party 4 Add Name,17AugRun2 Party 4 L1,17AugRun2 Party 4 L2,null,BHAM,null,UNITED KINGDOM,B37 7HG
75961,112581,InterestedParty,191226,c054c839-162a-4dc7-b67b-7c9824d0d1c6,17AugRun2 Party 3,null,null,null,null,17AugRun2 Party 3,17AugRun2 Party 3,null,null,null,112996,17AugRun2 Party 3 Add Name,17AugRun2 Party 3 L1,17AugRun2 Party 3 L2,null,Derby ,Derbyshire,UNITED KINGDOM,D1 1DB
75961,112580,Crew Manager,191225,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,null,Leeds,est Yorkshire,UNITED KINGDOM,L1 1BB
75961,112579,Joint Assured,191224,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,+445511225,+44558855221,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,Birmingham,Midlands,UNITED KINGDOM,B37 7HG
