SQL_JointAssuredId,SQL_JointAssuredReference,SQL_ApplicationId,SQL_Party_Id,SQL_PartyRoleTypeName,SQL_CrmIdentifier,SQL_OrganisationName,SQL_Salutation,SQL_FirstName,SQL_MiddleName,SQL_LastName,SQL_Name,SQL_SearchName,SQL_EmailAddress,SQL_Telephone,SQL_Fax,SQL_Address_Id,SQL_AddressName,SQL_Line1,SQL_Line2,SQL_Line3,SQL_City,SQL_StateOrProvince,SQL_Country,SQL_Postcode
41860,503673,70405,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41860,503673,70397,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41860,503673,70398,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41860,503673,70404,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41859,503672,75200,112519,Joint Assured,D643585C-8564-EA11-A811-000D3A86A8CF,Malaspina Marine Ltd. ,null,null,null,null,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,112934,1500 – 5470 Granville St.  ,null,null,null,Vancouver,BC,CANADA,V6C 3P1
41859,503672,75445,112519,Joint Assured,D643585C-8564-EA11-A811-000D3A86A8CF,Malaspina Marine Ltd. ,null,null,null,null,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,112934,1500 – 5470 Granville St.  ,null,null,null,Vancouver,BC,CANADA,V6C 3P1
41858,503671,45419,112516,Joint Assured,72277E0E-8464-EA11-A811-000D3A86A8CF,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,112931,null,null,null,null,null,null,null,null
41858,503671,75444,112516,Joint Assured,72277E0E-8464-EA11-A811-000D3A86A8CF,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,112931,null,null,null,null,null,null,null,null
41858,503671,45419,112516,Joint Assured,72277E0E-8464-EA11-A811-000D3A86A8CF,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,112931,null,null,null,null,null,null,null,null
41857,503670,6325,87361,Joint Assured,63AC2005-AA93-E711-B767-005056B03908,PT BROTOJOYO MARITIME.,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,58919,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,null,null,Jakarta 10160,null,INDONESIA,null
41857,503670,10678,87361,Joint Assured,63AC2005-AA93-E711-B767-005056B03908,PT BROTOJOYO MARITIME.,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,58919,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,null,null,Jakarta 10160,null,INDONESIA,null
41857,503670,57962,87361,Joint Assured,63AC2005-AA93-E711-B767-005056B03908,PT BROTOJOYO MARITIME.,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,58919,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,null,null,Jakarta 10160,null,INDONESIA,null
41857,503670,57973,87361,Joint Assured,63AC2005-AA93-E711-B767-005056B03908,PT BROTOJOYO MARITIME.,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,58919,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,null,null,Jakarta 10160,null,INDONESIA,null
41856,503669,25438,87284,Joint Assured,796B6B58-1892-E711-B767-005056B03908,SAM Interyachts Monaco,null,null,null,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,58842,null,null,null,null,null,null,null,null
41856,503669,28077,87284,Joint Assured,796B6B58-1892-E711-B767-005056B03908,SAM Interyachts Monaco,null,null,null,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,58842,null,null,null,null,null,null,null,null
41855,503668,5329,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41855,503668,7330,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41855,503668,45829,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41855,503668,51779,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,Il Sole Ltd,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,58605,null,null,null,null,null,null,CAYMAN ISLANDS,null
41854,503667,32074,87058,Joint Assured,492CE4E3-A68C-E711-B767-005056B03908,AL RASHID LTD. FZE, AJMAN FREEZONE, AJMAN U.A.E.,null,null,null,AL RASHID LTD. FZE, AJMAN FREEZONE, AJMAN U.A.E.,AL RASHID LTD. FZE, AJMAN FREEZONE, AJMAN U.A.E.,AL RASHID LTD. FZE, AJMAN FREEZONE, AJMAN U.A.E.,null,null,null,58594,null,null,null,null,null,null,null,null
41853,503666,38192,86949,Joint Assured,CE715D7F-A388-E711-B767-005056B03908,Vinaconnect Trading and Investment Co.Ltd,null,null,null,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,58481,76 Tran Dinh Xu,Ward Co Giang, District 1,null,null,HCM city,null,VIETNAM,null
41853,503666,46646,86949,Joint Assured,CE715D7F-A388-E711-B767-005056B03908,Vinaconnect Trading and Investment Co.Ltd,null,null,null,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,58481,76 Tran Dinh Xu,Ward Co Giang, District 1,null,null,HCM city,null,VIETNAM,null
41852,503665,60180,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,60183,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,55085,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,55086,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,60117,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,60120,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,60142,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,55081,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,14867,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,6789,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,6791,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,6793,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,14863,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41852,503665,14866,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,CMCA Ship Charter Services Ltd.,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,null,TABUBIL WESTERN PROVINCE,null,PAPUA NEW GUINEA,null
41851,503664,11273,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41851,503664,22175,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41851,503664,73909,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41851,503664,57415,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,Oceana Lobster Ltd,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,null,null,57509,PO Box 4239,null,null,null,Cape Town,null,SOUTH AFRICA,null
41850,503663,11256,85721,Joint Assured,AEAFEF5C-F071-E711-B767-005056B03908,PANTANASSA SHIPPING CO.,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,57216,The Trust Company of the Marshall Islands, inc.,Ajeltake Isalnd,PO Box 1405,null,Majuro,null,MARSHALL ISLANDS,96960
41850,503663,18753,85721,Joint Assured,AEAFEF5C-F071-E711-B767-005056B03908,PANTANASSA SHIPPING CO.,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,57216,The Trust Company of the Marshall Islands, inc.,Ajeltake Isalnd,PO Box 1405,null,Majuro,null,MARSHALL ISLANDS,96960
41850,503663,58086,85721,Joint Assured,AEAFEF5C-F071-E711-B767-005056B03908,PANTANASSA SHIPPING CO.,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,57216,The Trust Company of the Marshall Islands, inc.,Ajeltake Isalnd,PO Box 1405,null,Majuro,null,MARSHALL ISLANDS,96960
41850,503663,68584,85721,Joint Assured,AEAFEF5C-F071-E711-B767-005056B03908,PANTANASSA SHIPPING CO.,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,57216,The Trust Company of the Marshall Islands, inc.,Ajeltake Isalnd,PO Box 1405,null,Majuro,null,MARSHALL ISLANDS,96960
41849,503662,12329,85680,Joint Assured,1A1FFE2F-4071-E711-B767-005056B03908,KS Southampton Ltd.,null,null,null,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,57180,Block C, Office 8, 179 Marina Seafront,null,null,null,Pieta PTA 9072,null,MALTA,null
41849,503662,12341,85680,Joint Assured,1A1FFE2F-4071-E711-B767-005056B03908,KS Southampton Ltd.,null,null,null,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,57180,Block C, Office 8, 179 Marina Seafront,null,null,null,Pieta PTA 9072,null,MALTA,null
41848,503661,12930,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,Allied Irish Banks, p.l.c.,,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin, 4,null,IRELAND,REPUBLIC OF,null
41848,503661,20894,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,Allied Irish Banks, p.l.c.,,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin, 4,null,IRELAND,REPUBLIC OF,null
41848,503661,70551,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,Allied Irish Banks, p.l.c.,,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin, 4,null,IRELAND,REPUBLIC OF,null
41848,503661,49610,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,Allied Irish Banks, p.l.c.,,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,Allied Irish Banks, p.l.c.,,null,null,null,26900,Bankcentre,Ballsbridge,null,null,Dublin, 4,null,IRELAND,REPUBLIC OF,null
41847,503660,6564,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25, Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41847,503660,11364,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25, Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41847,503660,49013,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25, Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41847,503660,11662,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,Alliance Logistics Management Co. Ltd,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,26674,157/44 D2 Str,Ward 25, Binh Thanh Dist,null,null,Ho Chi Minh City,null,VIETNAM,null
41846,503659,14222,85316,Joint Assured,2A34559E-7368-E711-B767-005056B03908,Anitipollution Thessaloniki Maritime Company,null,null,null,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,-,null,null,26673,L. 959/79,90th, 26th Okyovrias & Minotava,null,null,Thessaloniki,null,GREECE,null
41845,503658,15971,85252,Joint Assured,CBBAEAAF-1B67-E711-B767-005056B03908,LEASEXPLORER SAS,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,26602,40, Quai de Dion Bouton,null,null,null,92 800 PUTEAUX,null,FRANCE,null
41845,503658,17411,85252,Joint Assured,CBBAEAAF-1B67-E711-B767-005056B03908,LEASEXPLORER SAS,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,26602,40, Quai de Dion Bouton,null,null,null,92 800 PUTEAUX,null,FRANCE,null
41845,503658,52042,85252,Joint Assured,CBBAEAAF-1B67-E711-B767-005056B03908,LEASEXPLORER SAS,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,26602,40, Quai de Dion Bouton,null,null,null,92 800 PUTEAUX,null,FRANCE,null
41845,503658,68875,85252,Joint Assured,CBBAEAAF-1B67-E711-B767-005056B03908,LEASEXPLORER SAS,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,26602,40, Quai de Dion Bouton,null,null,null,92 800 PUTEAUX,null,FRANCE,null
41844,503657,10631,85010,Joint Assured,A9B504F7-6062-E711-B767-005056B03908,Deme Building Materials N.V.,null,null,null,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,26409,Europaweg Zuid 4,null,null,null,4389 PD RITTHEM,null,NETHERLANDS,null
41844,503657,14991,85010,Joint Assured,A9B504F7-6062-E711-B767-005056B03908,Deme Building Materials N.V.,null,null,null,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,26409,Europaweg Zuid 4,null,null,null,4389 PD RITTHEM,null,NETHERLANDS,null
41844,503657,52110,85010,Joint Assured,A9B504F7-6062-E711-B767-005056B03908,Deme Building Materials N.V.,null,null,null,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,26409,Europaweg Zuid 4,null,null,null,4389 PD RITTHEM,null,NETHERLANDS,null
