SQL_Id,SQL_TypeId,SQL_Reference,SQL_CurrentStatus,SQL_StorageId,SQL_IsRenewal,SQL_IsYacht,SQL_RiskId,SQL_VesselId,SQL_PolicyId,SQL_MemberPartyId,SQL_OwnerPartyId,SQL_BrokerPartyId,SQL_TradingCertificateVersion,SQL_RiskReference,SQL_VesselReference,SQL_PolicyReference,SQL_MemberReference,SQL_MemberType,SQL_MemberName,SQL_OwnerDomicile,SQL_OwnerEmailAddress,SQL_OwnerReference,SQL_OwnerName,SQL_BrokerReference,SQL_BrokerName,SQL_BrokerEmailAddress,SQL_PolicyYear,SQL_EmailAddress,SQL_CurrencyCode,SQL_SignatoryState_Id,SQL_VesselName,SQL_VesselFlag,SQL_VesselType,SQL_VesselTypeName,SQL_PassengerCapacity,SQL_IMONumber,SQL_EngineHorsePower,SQL_TradeMark,SQL_Model,SQL_EngineNo,SQL_TenderReferenceList,SQL_TenderOutboardReferenceList,SQL_DistinctiveNumbersOrLetters,SQL_GrossTonnage,SQL_YearBuilt,SQL_PortOfRegistry,SQL_AddressType_Id,SQL_JointAssuredName,SQL_SourceSystem
392,11,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
393,11,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
394,1,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
395,2,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,4,N/K,PIOnline
396,3,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
397,4,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,6,N/K,PIOnline
398,6,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
399,7,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,6,N/K,PIOnline
400,8,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,3,N/K,PIOnline
401,9,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
402,10,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,7,N/K,PIOnline
403,11,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,3,N/K,PIOnline
404,12,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
405,13,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,2,N/K,PIOnline
406,16,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,2,N/K,PIOnline
407,17,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,1,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
408,18,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,7,N/K,PIOnline
409,19,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,4,N/K,PIOnline
410,23,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,4,N/K,PIOnline
411,24,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,2,N/K,PIOnline
412,25,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
413,26,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
414,1,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
415,2,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
416,3,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,2,N/K,PIOnline
417,4,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,3,N/K,PIOnline
418,6,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,2,N/K,PIOnline
419,7,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
420,8,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,2,N/K,PIOnline
421,9,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,7,N/K,PIOnline
422,10,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
423,11,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
424,12,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
425,13,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,6,N/K,PIOnline
426,14,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
427,15,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
428,16,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,3,N/K,PIOnline
429,17,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
430,18,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
431,19,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,6,N/K,PIOnline
432,20,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,2,N/K,PIOnline
433,21,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,6,N/K,PIOnline
434,22,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,1,N/K,PIOnline
435,23,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,7,N/K,PIOnline
436,24,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,7,N/K,PIOnline
437,25,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,4,N/K,PIOnline
438,26,123654,DRAFT,string,true,true,130179,130179,1044648,112673,0,1,2,682637,682637,1044648,73328,N/K,Test3Member Variation1,N/K,N/K,N/K,N/K,104,POST & CO (P & I),claims@post-co.com,2022,string,USD,263,Test3Policy Risk,ITALY,YA,YACHT CHARTER 13+ PAX,0,3453466,N/K,N/K,N/K,N/K,N/K,N/K,f56,2500,2012,TRIESTE,5,N/K,PIOnline
