SQL_ApplicationId,API_ApplicationId,SQL_ApplicationReference,API_ApplicationReference,SQL_BrokerId,API_BrokerId,SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_MemberName,API_MemberName,SQL_Discriminator,API_ApplicationType,SQL_EmailAddress,API_ApplicationUnderwriterEmail,SQL_PolicyStartDate,API_PolicyStartDate,SQL_PolicyEndDate,API_PolicyEndDate,SQL_IsRenewalApplication,API_IsRenewalApplication,API_ApplicationProductType,API_ApplicationFirstTransaction,API_BrokerReference,API_BrokerName,Test Case Status
76097,76097,1044605,1044605,780,780,44887,44887,73311,73311,PaulsNewMember,PaulsNewMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-17 12:00:00 +00:00,2020-12-17T12:00:00+00:00,2021-12-17 12:00:00 +00:00,2021-12-17T12:00:00+00:00,false,false,P&I,274798,104,POST & CO (P & I),Test Case passed
76096,76096,1044604,1044604,780,780,44887,44887,73311,73311,PaulsNewMember,PaulsNewMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-17 12:00:00 +00:00,2020-12-17T12:00:00+00:00,2021-12-17 12:00:00 +00:00,2021-12-17T12:00:00+00:00,false,false,P&I,274797,104,POST & CO (P & I),Test Case passed
76095,76095,1044603,1044603,780,780,44887,44887,73311,73311,PaulsNewMember,PaulsNewMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-17 12:00:00 +00:00,2020-12-17T12:00:00+00:00,2021-12-17 12:00:00 +00:00,2021-12-17T12:00:00+00:00,false,false,P&I,274792,104,POST & CO (P & I),Test Case passed
76095,76095,1044603,1044603,780,780,32609,44887,54000,73311,Andrew Scott,PaulsNewMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-17 12:00:00 +00:00,2020-12-17T12:00:00+00:00,2021-12-17 12:00:00 +00:00,2021-12-17T12:00:00+00:00,false,false,P&I,274792,104,POST & CO (P & I),Test Case failed
76094,76094,1044602,1044602,780,780,44886,44886,73310,73310,Paul Productions,Paul Productions,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-14 12:00:00 +00:00,2020-12-14T12:00:00+00:00,2021-12-14 12:00:00 +00:00,2021-12-14T12:00:00+00:00,false,false,P&I,274786,104,POST & CO (P & I),Test Case passed
76093,76093,1044602,1044602,780,780,44886,44886,73310,73310,Paul Productions,Paul Productions,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-14 12:00:00 +00:00,2020-12-14T12:00:00+00:00,2021-12-14 12:00:00 +00:00,2021-12-14T12:00:00+00:00,false,false,P&I,274781,104,POST & CO (P & I),Test Case passed
76092,76092,1044601,1044601,462,462,44885,44885,73309,73309,bob,bob,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-14 12:00:00 +00:00,2020-12-14T12:00:00+00:00,2021-12-14 12:00:00 +00:00,2021-12-14T12:00:00+00:00,false,false,P&I,274778,6,HSBC INSURANCE BROKERS LTD,Test Case passed
76091,76091,1044600,1044600,780,780,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,2022-10-01 12:00:00 +00:00,2022-10-01T12:00:00+00:00,false,true,P&I,0,104,POST & CO (P & I),Test Case passed
76089,76089,1044599,1044599,780,780,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274766,104,POST & CO (P & I),Test Case passed
76088,76088,1044599,1044599,780,780,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274761,104,POST & CO (P & I),Test Case passed
76087,76087,1044598,1044598,780,780,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,false,false,P&I,274759,104,POST & CO (P & I),Test Case passed
76086,76086,1044598,1044598,780,780,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,false,false,P&I,274758,104,POST & CO (P & I),Test Case passed
76085,76085,1044597,1044597,780,780,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,false,false,P&I,274753,104,POST & CO (P & I),Test Case passed
76084,76084,1044597,1044597,780,780,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,false,false,P&I,274747,104,POST & CO (P & I),Test Case passed
76083,76083,1044596,1044596,780,780,44883,44883,73307,73307,NewMember For155070,NewMember For155070,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274744,104,POST & CO (P & I),Test Case passed
76082,76082,1044596,1044596,780,780,44883,44883,73307,73307,NewMember For155070,NewMember For155070,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274741,104,POST & CO (P & I),Test Case passed
76081,76081,1044595,1044595,780,780,44883,44883,73307,73307,NewMember For155070,NewMember For155070,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,2022-10-01 12:00:00 +00:00,2022-10-01T12:00:00+00:00,false,true,P&I,0,104,POST & CO (P & I),Test Case passed
76078,76078,1044594,1044594,780,780,44883,44883,73307,73307,NewMember For155070,NewMember For155070,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274727,104,POST & CO (P & I),Test Case passed
76077,76077,1044594,1044594,780,780,44883,44883,73307,73307,NewMember For155070,NewMember For155070,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274721,104,POST & CO (P & I),Test Case passed
76077,76077,1044594,1044594,780,780,44882,44883,73306,73307,NewMember ForAPI,NewMember For155070,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274721,104,POST & CO (P & I),Test Case failed
76076,76076,1044593,1044593,780,780,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2021-01-01 12:00:00 +00:00,2021-01-01T12:00:00+00:00,2022-01-01 12:00:00 +00:00,2022-01-01T12:00:00+00:00,false,false,P&I,274719,104,POST & CO (P & I),Test Case passed
76075,76075,1044593,1044593,780,780,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2021-01-01 12:00:00 +00:00,2021-01-01T12:00:00+00:00,2022-01-01 12:00:00 +00:00,2022-01-01T12:00:00+00:00,false,false,P&I,274718,104,POST & CO (P & I),Test Case passed
76074,76074,1044592,1044592,780,780,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,false,false,P&I,274716,104,POST & CO (P & I),Test Case passed
76073,76073,1044592,1044592,780,780,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,false,false,P&I,274713,104,POST & CO (P & I),Test Case passed
76072,76072,1044591,1044591,780,780,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2021-02-01 12:00:00 +00:00,2021-02-01T12:00:00+00:00,2022-02-01 12:00:00 +00:00,2022-02-01T12:00:00+00:00,false,false,P&I,274711,104,POST & CO (P & I),Test Case passed
76071,76071,1044591,1044591,780,780,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2021-02-01 12:00:00 +00:00,2021-02-01T12:00:00+00:00,2022-02-01 12:00:00 +00:00,2022-02-01T12:00:00+00:00,false,false,P&I,274708,104,POST & CO (P & I),Test Case passed
76070,76070,1044590,1044590,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2021-01-01 12:00:00 +00:00,2021-01-01T12:00:00+00:00,2022-01-01 12:00:00 +00:00,2022-01-01T12:00:00+00:00,false,false,P&I,274707,104,POST & CO (P & I),Test Case passed
76069,76069,1044589,1044589,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-07 12:00:00 +00:00,2020-12-07T12:00:00+00:00,2021-12-07 12:00:00 +00:00,2021-12-07T12:00:00+00:00,false,false,P&I,274706,104,POST & CO (P & I),Test Case passed
76068,76068,1044588,1044588,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-14 12:00:00 +00:00,2020-09-14T12:00:00+00:00,2020-12-04 12:00:00 +00:00,2020-12-04T12:00:00+00:00,false,false,P&I,274676,104,POST & CO (P & I),Test Case passed
76067,76067,1044587,1044587,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-03 12:00:00 +00:00,2020-12-03T12:00:00+00:00,2021-12-03 12:00:00 +00:00,2021-12-03T12:00:00+00:00,false,false,P&I,274671,104,POST & CO (P & I),Test Case passed
76066,76066,1044587,1044587,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-03 12:00:00 +00:00,2020-12-03T12:00:00+00:00,2021-12-03 12:00:00 +00:00,2021-12-03T12:00:00+00:00,false,false,P&I,274670,104,POST & CO (P & I),Test Case passed
76065,76065,1044586,1044586,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-03 12:00:00 +00:00,2020-12-03T12:00:00+00:00,2021-12-03 12:00:00 +00:00,2021-12-03T12:00:00+00:00,false,false,P&I,274666,104,POST & CO (P & I),Test Case passed
76064,76064,1044586,1044586,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-03 12:00:00 +00:00,2020-12-03T12:00:00+00:00,2021-12-03 12:00:00 +00:00,2021-12-03T12:00:00+00:00,false,false,P&I,274665,104,POST & CO (P & I),Test Case passed
76062,76062,1044584,1044584,981,981,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-04 12:00:00 +00:00,2020-09-04T12:00:00+00:00,2020-11-30 12:00:00 +00:00,2020-11-30T12:00:00+00:00,false,false,YACHT,274658,139,TYSERS,Test Case passed
76061,76061,1044584,1044584,981,981,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-04 12:00:00 +00:00,2020-09-04T12:00:00+00:00,2020-11-30 12:00:00 +00:00,2020-11-30T12:00:00+00:00,false,false,YACHT,274654,139,TYSERS,Test Case passed
76060,76060,1044583,1044583,981,981,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,false,false,YACHT,274652,139,TYSERS,Test Case passed
76059,76059,1044583,1044583,981,981,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,false,false,YACHT,274651,139,TYSERS,Test Case passed
76057,76057,1044581,1044581,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,false,false,P&I,274645,104,POST & CO (P & I),Test Case passed
76056,76056,1044581,1044581,780,780,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,false,false,P&I,274639,104,POST & CO (P & I),Test Case passed
76055,76055,1044580,1044580,780,780,44880,44880,73304,73304,New4 Safety,New4 Safety,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,false,false,P&I,274633,104,POST & CO (P & I),Test Case passed
76054,76054,1044579,1044579,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-11-10 12:00:00 +00:00,2020-11-10T12:00:00+00:00,2021-11-10 12:00:00 +00:00,2021-11-10T12:00:00+00:00,false,false,P&I,274632,104,POST & CO (P & I),Test Case passed
76053,76053,1044578,1044578,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-11-10 12:00:00 +00:00,2020-11-10T12:00:00+00:00,2021-11-10 12:00:00 +00:00,2021-11-10T12:00:00+00:00,false,false,P&I,274631,104,POST & CO (P & I),Test Case passed
76053,76053,1044578,1044578,780,780,32609,31227,54000,50700,Andrew Scott,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-11-10 12:00:00 +00:00,2020-11-10T12:00:00+00:00,2021-11-10 12:00:00 +00:00,2021-11-10T12:00:00+00:00,false,false,P&I,274631,104,POST & CO (P & I),Test Case failed
76051,76051,1044576,1044576,882,882,44879,44879,73303,73303,Day0_MemberByRef,Day0_MemberByRef,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-28 12:00:00 +00:00,2020-09-28T12:00:00+00:00,2021-09-28 12:00:00 +00:00,2021-09-28T12:00:00+00:00,false,false,P&I,274617,119,SEALION SHIPPING,Test Case passed
76050,76050,1044576,1044576,882,882,44879,44879,73303,73303,Day0_MemberByRef,Day0_MemberByRef,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-28 12:00:00 +00:00,2020-09-28T12:00:00+00:00,2021-09-28 12:00:00 +00:00,2021-09-28T12:00:00+00:00,false,false,P&I,274614,119,SEALION SHIPPING,Test Case passed
76049,76049,1044575,1044575,882,882,44878,44878,73302,73302,Day3_Member,Day3_Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-21 12:00:00 +00:00,2020-09-21T12:00:00+00:00,2021-09-21 12:00:00 +00:00,2021-09-21T12:00:00+00:00,false,false,P&I,274588,119,SEALION SHIPPING,Test Case passed
76048,76048,1044575,1044575,882,882,44878,44878,73302,73302,Day3_Member,Day3_Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-21 12:00:00 +00:00,2020-09-21T12:00:00+00:00,2021-09-21 12:00:00 +00:00,2021-09-21T12:00:00+00:00,false,false,P&I,274580,119,SEALION SHIPPING,Test Case passed
76047,76047,1044574,1044574,882,882,44877,44877,73301,73301,NoRiskMember,NoRiskMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-18 12:00:00 +00:00,2020-09-18T12:00:00+00:00,2021-09-18 12:00:00 +00:00,2021-09-18T12:00:00+00:00,false,false,P&I,274572,119,SEALION SHIPPING,Test Case passed
76046,76046,1044573,1044573,882,882,44865,44865,73289,73289,Day3_MemberForRiskName,Day3_MemberForRiskName,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-17 12:00:00 +00:00,2020-09-17T12:00:00+00:00,2021-09-17 12:00:00 +00:00,2021-09-17T12:00:00+00:00,false,false,P&I,274560,119,SEALION SHIPPING,Test Case passed
76045,76045,1044573,1044573,882,882,44865,44865,73289,73289,Day3_MemberForRiskName,Day3_MemberForRiskName,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-17 12:00:00 +00:00,2020-09-17T12:00:00+00:00,2021-09-17 12:00:00 +00:00,2021-09-17T12:00:00+00:00,false,false,P&I,274556,119,SEALION SHIPPING,Test Case passed
76043,76043,1044571,1044571,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Policy,Policy,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,false,false,YACHT,274550,104,POST & CO (P & I),Test Case passed
76042,76042,1044571,1044571,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,false,false,YACHT,274549,104,POST & CO (P & I),Test Case passed
76041,76041,1044570,1044570,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,false,false,YACHT,274548,104,POST & CO (P & I),Test Case passed
76040,76040,1044567,1044567,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Policy,Policy,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,false,false,YACHT,274545,104,POST & CO (P & I),Test Case passed
76039,76039,1044569,1044569,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,false,false,YACHT,274544,104,POST & CO (P & I),Test Case passed
76038,76038,1044568,1044568,780,780,35694,35694,58014,58014,Maria Paola Merloni,Maria Paola Merloni,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,false,false,YACHT,274543,104,POST & CO (P & I),Test Case passed
76037,76037,1044567,1044567,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,false,false,YACHT,274542,104,POST & CO (P & I),Test Case passed
76035,76035,1044565,1044565,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-11 12:00:00 +00:00,2020-09-11T12:00:00+00:00,2021-09-11 12:00:00 +00:00,2021-09-11T12:00:00+00:00,false,false,P&I,274536,119,SEALION SHIPPING,Test Case passed
76034,76034,1044565,1044565,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-11 12:00:00 +00:00,2020-09-11T12:00:00+00:00,2021-09-11 12:00:00 +00:00,2021-09-11T12:00:00+00:00,false,false,P&I,274533,119,SEALION SHIPPING,Test Case passed
76032,76032,1044563,1044563,780,780,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,2020-09-08 12:00:00 +00:00,2020-09-08T12:00:00+00:00,2021-09-08 12:00:00 +00:00,2021-09-08T12:00:00+00:00,false,false,P&I,274506,104,POST & CO (P & I),Test Case passed
76031,76031,1044562,1044562,882,882,44876,44876,73300,73300,Day3APIMember,Day3APIMember,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274500,119,SEALION SHIPPING,Test Case passed
76030,76030,1044562,1044562,882,882,44876,44876,73300,73300,Day3APIMember,Day3APIMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274496,119,SEALION SHIPPING,Test Case passed
76029,76029,1044561,1044561,780,780,44875,44875,73299,73299,Member 07Sept1150,Member 07Sept1150,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274494,104,POST & CO (P & I),Test Case passed
76028,76028,1044561,1044561,780,780,44875,44875,73299,73299,Member 07Sept1150,Member 07Sept1150,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274473,104,POST & CO (P & I),Test Case passed
76027,76027,1044560,1044560,882,882,44874,44874,73298,73298,Day3TestMember,Day3TestMember,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274471,119,SEALION SHIPPING,Test Case passed
76026,76026,1044560,1044560,882,882,44874,44874,73298,73298,Day3TestMember,Day3TestMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274466,119,SEALION SHIPPING,Test Case passed
76025,76025,1044559,1044559,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274463,119,SEALION SHIPPING,Test Case passed
76024,76024,1044558,1044558,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274461,119,SEALION SHIPPING,Test Case passed
76023,76023,1044558,1044558,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274458,119,SEALION SHIPPING,Test Case passed
76022,76022,1044557,1044557,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-09-07 12:00:00 +00:00,2020-09-07T12:00:00+00:00,2021-09-07 12:00:00 +00:00,2021-09-07T12:00:00+00:00,false,false,P&I,274454,119,SEALION SHIPPING,Test Case passed
