SQL_ApplicationId,SQL_Party_Id,API_Party_Id,SQL_PartyRoleTypeName,API_PartyRoleTypeName,SQL_AccociatedPartyId,API_AccociatedPartyId,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_Address_Id,API_Address_Id,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Test Case Status
76113,112646,112646,Joint Assured,Joint Assured,191330,191330,2825DF29-B3CE-4F52-ABB7-0D83B09C6D0A,2825df29-b3ce-4f52-abb7-0d83b09c6d0a,JointParty For1044616,JointParty For1044616,null,null,null,null,null,null,null,null,JointParty For1044616,JointParty For1044616,JointParty For1044616,JointParty For1044616,o@no.com,o@no.com,+445588669,+445588669,+44557711225,+44557711225,113061,113061,JointParty For1044616 Add Name,JointParty For1044616 Add Name,JointParty For1044616 L1,JointParty For1044616 L1,JointParty For1044616 L2,JointParty For1044616 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76112,112647,112647,Mortgagee,Mortgagee,191329,191329,D7723C55-E499-42FA-A61F-E43C59D32E01,d7723c55-e499-42fa-a61f-e43c59d32e01,OtherParty For1044616,OtherParty For1044616,null,null,null,null,null,null,null,null,OtherParty For1044616,OtherParty For1044616,OtherParty For1044616,OtherParty For1044616,null,null,null,null,null,null,113062,113062,OtherParty For1044616 AddName,OtherParty For1044616 AddName,OtherParty For1044616 L1,OtherParty For1044616 L1,OtherParty For1044616 L2,OtherParty For1044616 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76112,112646,112646,Joint Assured,Joint Assured,191328,191328,2825DF29-B3CE-4F52-ABB7-0D83B09C6D0A,2825df29-b3ce-4f52-abb7-0d83b09c6d0a,JointParty For1044616,JointParty For1044616,null,null,null,null,null,null,null,null,JointParty For1044616,JointParty For1044616,JointParty For1044616,JointParty For1044616,o@no.com,o@no.com,+445588669,+445588669,+44557711225,+44557711225,113061,113061,JointParty For1044616 Add Name,JointParty For1044616 Add Name,JointParty For1044616 L1,JointParty For1044616 L1,JointParty For1044616 L2,JointParty For1044616 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76109,112643,112643,Crew Manager,Crew Manager,191327,191327,61D57DF6-B7BC-4910-A8AF-52DFCB79EBC5,61d57df6-b7bc-4910-a8af-52dfcb79ebc5,Party For1044614,Party For1044614,null,null,null,null,null,null,null,null,Party For1044614,Party For1044614,Party For1044614,Party For1044614,null,null,null,null,null,null,113058,113058,Party For1044614 addName,Party For1044614 addName,Party For1044614 L1,Party For1044614 L1,Party For1044614 L2,Party For1044614 L2,null,null,Bham,Bham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76108,112643,112643,Crew Manager,Crew Manager,191326,191326,61D57DF6-B7BC-4910-A8AF-52DFCB79EBC5,61d57df6-b7bc-4910-a8af-52dfcb79ebc5,Party For1044614,Party For1044614,null,null,null,null,null,null,null,null,Party For1044614,Party For1044614,Party For1044614,Party For1044614,null,null,null,null,null,null,113058,113058,Party For1044614 addName,Party For1044614 addName,Party For1044614 L1,Party For1044614 L1,Party For1044614 L2,Party For1044614 L2,null,null,Bham,Bham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76107,112641,112641,Joint Assured,Joint Assured,191325,191325,78D5863D-612F-48A1-AF6B-137B9FFB4B54,78d5863d-612f-48a1-af6b-137b9ffb4b54,JAParty For1044613,JAParty For1044613,null,null,null,null,null,null,null,null,JAParty For1044613,JAParty For1044613,JAParty For1044613,JAParty For1044613,null,null,null,null,null,null,113056,113056,JAParty For1044613 AddName,JAParty For1044613 AddName,JAParty For1044613 L1,JAParty For1044613 L1,JAParty For1044613 L2,JAParty For1044613 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76106,112641,112641,Joint Assured,Joint Assured,191324,191324,78D5863D-612F-48A1-AF6B-137B9FFB4B54,78d5863d-612f-48a1-af6b-137b9ffb4b54,JAParty For1044613,JAParty For1044613,null,null,null,null,null,null,null,null,JAParty For1044613,JAParty For1044613,JAParty For1044613,JAParty For1044613,null,null,null,null,null,null,113056,113056,JAParty For1044613 AddName,JAParty For1044613 AddName,JAParty For1044613 L1,JAParty For1044613 L1,JAParty For1044613 L2,JAParty For1044613 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76105,112639,112639,InterestedParty,InterestedParty,191323,191323,AAF9CD1C-BB94-44D4-BB19-DBEE6D832328,aaf9cd1c-bb94-44d4-bb19-dbee6d832328,Party For1044612,Party For1044612,null,null,null,null,null,null,null,null,Party For1044612,Party For1044612,Party For1044612,Party For1044612,null,null,null,null,null,null,113054,113054,Party For1044612 AddName,Party For1044612 AddName,Party For1044612 L1,Party For1044612 L1,Party For1044612 L2,Party For1044612 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76104,112639,112639,InterestedParty,InterestedParty,191322,191322,AAF9CD1C-BB94-44D4-BB19-DBEE6D832328,aaf9cd1c-bb94-44d4-bb19-dbee6d832328,Party For1044612,Party For1044612,null,null,null,null,null,null,null,null,Party For1044612,Party For1044612,Party For1044612,Party For1044612,null,null,null,null,null,null,113054,113054,Party For1044612 AddName,Party For1044612 AddName,Party For1044612 L1,Party For1044612 L1,Party For1044612 L2,Party For1044612 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76103,112638,112638,Joint Assured,Joint Assured,191321,191321,D8007716-C858-43B4-A79A-8C19E49FC926,d8007716-c858-43b4-a79a-8c19e49fc926,Party For1044611,Party For1044611,null,null,null,null,null,null,null,null,Party For1044611,Party For1044611,Party For1044611,Party For1044611,null,null,null,null,null,null,113053,113053,Party For1044611 AddName,Party For1044611 AddName,Party For1044611 L1,Party For1044611 L1,Party For1044611 L2,Party For1044611 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76101,112637,112637,Crew Manager,Crew Manager,191320,191320,5B7B7A09-695F-47E6-8D3A-09FD04CD2BDE,5b7b7a09-695f-47e6-8d3a-09fd04cd2bde,Party Case4,Party Case4,null,null,null,null,null,null,null,null,Party Case4,Party Case4,Party Case4,Party Case4,null,null,null,null,null,null,113052,113052,Party Case4 AddName,Party Case4 AddName,Party Case4 L1,Party Case4 L1,Party Case4 L2,Party Case4 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76098,112636,112636,Joint Assured,Joint Assured,191319,191319,AEBE0218-CE6A-4CE0-8D0F-F91D1E3163CD,aebe0218-ce6a-4ce0-8d0f-f91d1e3163cd,Party 2 1044606,Party 2 1044606,null,null,null,null,null,null,null,null,Party 2 1044606,Party 2 1044606,Party 2 1044606,Party 2 1044606,null,null,null,null,null,null,113051,113051,Party 2 1044606 AddName,Party 2 1044606 AddName,Party 2 1044606 L1,Party 2 1044606 L1,Party 2 1044606 L2,Party 2 1044606 L2,null,null,Birmingham,Birmingham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76098,112635,112635,Mortgagee,Mortgagee,191318,191318,9E20BB91-F60B-4435-9785-C1764A604F25,9e20bb91-f60b-4435-9785-c1764a604f25,FUTURE 1044606,Party 1 1044606,null,null,null,null,null,null,null,null,FUTURE 1044606,Party 1 1044606,FUTURE 1044606,Party 1 1044606,aa@ab.com,aa@ab.com,+44558877559,+44558877559,+44558866223,+44558866223,113050,113050,Party 1 1044606 AddName,Party 1 1044606 AddName,Party 1 1044606 L1,Party 1 1044606 L1,Party 1 1044606 L2,Party 1 1044606 L2,Party 1 1044606 L3,Party 1 1044606 L3,Birmingham,Birmingham,Warks,Warks,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is failed
76095,112633,112633,Non-Affiliated contractor/charterer Co-Assured,Non-Affiliated contractor/charterer Co-Assured,191317,191317,F447BBE1-247C-40AF-BC41-F325868F3D2C,f447bbe1-247c-40af-bc41-f325868f3d2c,house,house,null,null,null,null,null,null,null,null,house,house,house,house,null,null,null,null,null,null,113048,113048,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case is passed
76094,112631,112631,Crew Manager,Crew Manager,191316,191316,BA15F2C7-D485-4B9B-A387-BF6FE4835A1B,ba15f2c7-d485-4b9b-a387-bf6fe4835a1b,bob,bob,null,null,null,null,null,null,null,null,bob,bob,bob,bob,null,null,null,null,null,null,113046,113046,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case is passed
76093,112631,112631,Crew Manager,Crew Manager,191315,191315,BA15F2C7-D485-4B9B-A387-BF6FE4835A1B,ba15f2c7-d485-4b9b-a387-bf6fe4835a1b,bob,bob,null,null,null,null,null,null,null,null,bob,bob,bob,bob,null,null,null,null,null,null,113046,113046,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case is passed
76091,112628,112628,Mortgagee,Mortgagee,191314,191314,A6A60DD8-8C74-4E9E-94F9-C3BCDD3AB141,a6a60dd8-8c74-4e9e-94f9-c3bcdd3ab141,Case1 Party,Case1 Party,null,null,null,null,null,null,null,null,Case1 Party,Case1 Party,Case1 Party,Case1 Party,null,null,null,null,null,null,113043,113043,Case1 Party Add name,Case1 Party Add name,Case1 Party L1,Case1 Party L1,Case1 Party L2,Case1 Party L2,Case1 Party L3,Case1 Party L3,null,null,Birmingham,Birmingham,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76090,112628,112628,Mortgagee,Mortgagee,191313,191313,A6A60DD8-8C74-4E9E-94F9-C3BCDD3AB141,a6a60dd8-8c74-4e9e-94f9-c3bcdd3ab141,Case1 Party,Case1 Party,null,null,null,null,null,null,null,null,Case1 Party,Case1 Party,Case1 Party,Case1 Party,null,null,null,null,null,null,113043,113043,Case1 Party Add name,Case1 Party Add name,Case1 Party L1,Case1 Party L1,Case1 Party L2,Case1 Party L2,Case1 Party L3,Case1 Party L3,null,null,Birmingham,Birmingham,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76089,112628,112628,Mortgagee,Mortgagee,191312,191312,A6A60DD8-8C74-4E9E-94F9-C3BCDD3AB141,a6a60dd8-8c74-4e9e-94f9-c3bcdd3ab141,Case1 Party,Case1 Party,null,null,null,null,null,null,null,null,Case1 Party,Case1 Party,Case1 Party,Case1 Party,null,null,null,null,null,null,113043,113043,Case1 Party Add name,Case1 Party Add name,Case1 Party L1,Case1 Party L1,Case1 Party L2,Case1 Party L2,Case1 Party L3,Case1 Party L3,null,null,Birmingham,Birmingham,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76088,112628,112628,Mortgagee,Mortgagee,191311,191311,A6A60DD8-8C74-4E9E-94F9-C3BCDD3AB141,a6a60dd8-8c74-4e9e-94f9-c3bcdd3ab141,Case1 Party,Case1 Party,null,null,null,null,null,null,null,null,Case1 Party,Case1 Party,Case1 Party,Case1 Party,null,null,null,null,null,null,113043,113043,Case1 Party Add name,Case1 Party Add name,Case1 Party L1,Case1 Party L1,Case1 Party L2,Case1 Party L2,Case1 Party L3,Case1 Party L3,null,null,Birmingham,Birmingham,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76085,112627,112627,Joint Assured,Joint Assured,191310,191310,2F0B1E49-CFD9-4F52-B16E-3C91DBA28ABA,2f0b1e49-cfd9-4f52-b16e-3c91dba28aba,Party3 Variety,Party3 Variety,null,null,null,null,null,null,null,null,Party3 Variety,Party3 Variety,Party3 Variety,Party3 Variety,null,null,null,null,null,null,113042,113042,Party3 Variety Add Name,Party3 Variety Add Name,Party3 Variety L1,Party3 Variety L1,Party3 Variety L2,Party3 Variety L2,null,null,Bham,Bham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76084,112627,112627,Joint Assured,Joint Assured,191309,191309,2F0B1E49-CFD9-4F52-B16E-3C91DBA28ABA,2f0b1e49-cfd9-4f52-b16e-3c91dba28aba,Party3 Variety,Party3 Variety,null,null,null,null,null,null,null,null,Party3 Variety,Party3 Variety,Party3 Variety,Party3 Variety,null,null,null,null,null,null,113042,113042,Party3 Variety Add Name,Party3 Variety Add Name,Party3 Variety L1,Party3 Variety L1,Party3 Variety L2,Party3 Variety L2,null,null,Bham,Bham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is passed
76083,112625,112625,Mortgagee,Mortgagee,191308,191308,15D9259E-8F5A-408E-83FC-B2FC6C4CEDFD,15d9259e-8f5a-408e-83fc-b2fc6c4cedfd,PartyDos,PartyDos,null,null,null,null,null,null,null,null,PartyDos,PartyDos,PartyDos,PartyDos,null,null,null,null,null,null,113040,113040,PartyDos AddName,PartyDos AddName,PartyDos L1,PartyDos L1,PartyDos L2,PartyDos L2,null,null,Birmingham,Birmingham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,B37 7 HG,B37 7 HG,Test Case is passed
76082,112625,112625,Mortgagee,Mortgagee,191307,191307,15D9259E-8F5A-408E-83FC-B2FC6C4CEDFD,15d9259e-8f5a-408e-83fc-b2fc6c4cedfd,PartyDos,PartyDos,null,null,null,null,null,null,null,null,PartyDos,PartyDos,PartyDos,PartyDos,null,null,null,null,null,null,113040,113040,PartyDos AddName,PartyDos AddName,PartyDos L1,PartyDos L1,PartyDos L2,PartyDos L2,null,null,Birmingham,Birmingham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,B37 7 HG,B37 7 HG,Test Case is passed
76081,112624,112624,Joint Assured,Joint Assured,191306,191306,4941AF35-C3A6-4A8E-ADE0-72C692E73A8C,4941af35-c3a6-4a8e-ade0-72c692e73a8c,NewParty For155070,NewParty For155070,null,null,null,null,null,null,null,null,NewParty For155070,NewParty For155070,NewParty For155070,NewParty For155070,null,null,null,null,null,null,113039,113039,NewParty For155070 Add Name,NewParty For155070 Add Name,NewParty For155070 L1,NewParty For155070 L1,NewParty For155070 L2,NewParty For155070 L2,null,null,BHAM,BHAM,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,234324,234324,Test Case is passed
76079,112624,112624,Joint Assured,Joint Assured,191304,191304,4941AF35-C3A6-4A8E-ADE0-72C692E73A8C,4941af35-c3a6-4a8e-ade0-72c692e73a8c,NewParty For155070,NewParty For155070,null,null,null,null,null,null,null,null,NewParty For155070,NewParty For155070,NewParty For155070,NewParty For155070,null,null,null,null,null,null,113039,113039,NewParty For155070 Add Name,NewParty For155070 Add Name,NewParty For155070 L1,NewParty For155070 L1,NewParty For155070 L2,NewParty For155070 L2,null,null,BHAM,BHAM,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,234324,234324,Test Case is passed
76078,112624,112624,Joint Assured,Joint Assured,191303,191303,4941AF35-C3A6-4A8E-ADE0-72C692E73A8C,4941af35-c3a6-4a8e-ade0-72c692e73a8c,NewParty For155070,NewParty For155070,null,null,null,null,null,null,null,null,NewParty For155070,NewParty For155070,NewParty For155070,NewParty For155070,null,null,null,null,null,null,113039,113039,NewParty For155070 Add Name,NewParty For155070 Add Name,NewParty For155070 L1,NewParty For155070 L1,NewParty For155070 L2,NewParty For155070 L2,null,null,BHAM,BHAM,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,234324,234324,Test Case is passed
76077,112624,112624,Joint Assured,Joint Assured,191302,191302,4941AF35-C3A6-4A8E-ADE0-72C692E73A8C,4941af35-c3a6-4a8e-ade0-72c692e73a8c,NewParty For155070,NewParty For155070,null,null,null,null,null,null,null,null,NewParty For155070,NewParty For155070,NewParty For155070,NewParty For155070,null,null,null,null,null,null,113039,113039,NewParty For155070 Add Name,NewParty For155070 Add Name,NewParty For155070 L1,NewParty For155070 L1,NewParty For155070 L2,NewParty For155070 L2,null,null,BHAM,BHAM,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,234324,234324,Test Case is passed
76057,112621,112621,Joint Assured,Joint Assured,191301,191301,BEBF6865-D902-4BE3-824D-8C89B0AF35A6,bebf6865-d902-4be3-824d-8c89b0af35a6,JAParty ForTC,JAParty ForTC,null,null,null,null,null,null,null,null,JAParty ForTC,JAParty ForTC,JAParty ForTC,JAParty ForTC,null,null,null,null,null,null,113036,113036,JAParty ForTC Add Name,JAParty ForTC Add Name,JAParty ForTC L1,JAParty ForTC L1,JAParty ForTC L2,JAParty ForTC L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76056,112621,112621,Joint Assured,Joint Assured,191300,191300,BEBF6865-D902-4BE3-824D-8C89B0AF35A6,bebf6865-d902-4be3-824d-8c89b0af35a6,JAParty ForTC,JAParty ForTC,null,null,null,null,null,null,null,null,JAParty ForTC,JAParty ForTC,JAParty ForTC,JAParty ForTC,null,null,null,null,null,null,113036,113036,JAParty ForTC Add Name,JAParty ForTC Add Name,JAParty ForTC L1,JAParty ForTC L1,JAParty ForTC L2,JAParty ForTC L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76055,112619,112619,Joint Assured,Joint Assured,191299,191299,D7AA2EB0-958C-4380-B598-4DC538575756,d7aa2eb0-958c-4380-b598-4dc538575756,JOINT P1,JOINT P1,null,null,null,null,null,null,null,null,JOINT P1,JOINT P1,JOINT P1,JOINT P1,null,null,null,null,null,null,113034,113034,JOINT P1 Add Name,JOINT P1 Add Name,JOINT P1 L1,JOINT P1 L1,JOINT P1 L2,JOINT P1 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
76052,64136,64136,Joint Assured,Joint Assured,191298,191298,DCE3D3D3-BB84-E611-8C3F-005056B03908,dce3d3d3-bb84-e611-8c3f-005056b03908,Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),null,null,null,null,null,null,Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),Zandexploitatiemaatschappij Reimerswaal B.V (as juridical owner),null,null,null,null,null,null,19647,19647,Nieuwe Diep 1,Nieuwe Diep 1,null,null,null,null,null,null,4465 AA GOES,4465 AA GOES,null,null,NETHERLANDS,NETHERLANDS,null,null,Test Case is passed
76052,17675,17675,Crew Manager,Crew Manager,191297,191297,A05EF58B-5C27-4318-A1FA-AFE53674098C,a05ef58b-5c27-4318-a1fa-afe53674098c,Seacontractors Bv,Seacontractors Bv,null,null,,,null,null,Seacontractors,Seacontractors,Seacontractors Bv,Seacontractors Bv,Seacontractors Bv,Seacontractors Bv,null,null,null,null,null,null,27305,27305, 102278,null,null, null,null,null, null,null,null, null,null,null, null,,, null,null,null, null,null,null, null,null,null, null,Test Case is failed
76052,17675,17675,Crew Manager,Crew Manager,191297,191297,A05EF58B-5C27-4318-A1FA-AFE53674098C,a05ef58b-5c27-4318-a1fa-afe53674098c,Seacontractors Bv,Seacontractors Bv,null,null,,,null,null,Seacontractors,Seacontractors,Seacontractors Bv,Seacontractors Bv,Seacontractors Bv,Seacontractors Bv,null,null,null,null,null,null,102278,27305, 102278,null,null, null,null,null, null,null,null, null,null,null, null,null,, null,null,null, null,null,null, null,null,null, null,Test Case is failed
76052,64524,64524,Joint Assured,Joint Assured,191296,191296,F217FCAD-96D7-45DA-A241-6128DE006C1E,f217fcad-96d7-45da-a241-6128de006c1e,Reimerswaal Dredging V.O.F. (as economic owner),Reimerswaal Dredging V.O.F. (as economic owner),null,null,null,null,null,null,Reimerswaal Dredging V.O.F. (as economic owner),Reimerswaal Dredging V.O.F. (as economic owner),Reimerswaal Dredging V.O.F. (as economic owner),Reimerswaal Dredging V.O.F. (as economic owner),Reimerswaal Dredging V.O.F. (as economic owner),Reimerswaal Dredging V.O.F. (as economic owner),null,null,null,null,null,null,48626,48626,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case is passed
76052,74843,74843,Mortgagee,Mortgagee,191295,191295,CEAC6EE4-134D-E411-AF7D-001F29E68CCE,ceac6ee4-134d-e411-af7d-001f29e68cce,Abn Amro Bank N.V,Abn Amro Bank N.V,null,null,null,null,null,null,Abn Amro Bank N.V,Abn Amro Bank N.V,Abn Amro Bank N.V,Abn Amro Bank N.V,Abn Amro Bank N.V,Abn Amro Bank N.V,null,null,null,null,null,null,16039,16039,Daalsesingel 71,Daalsesingel 71,3511 ,3511 ,null,null,null,null,SW Utrecht,SW Utrecht,null,null,NETHERLANDS,NETHERLANDS,null,null,Test Case is passed
76049,112615,112615,Joint Assured,Joint Assured,191293,191293,F1A6E552-FF3A-41A3-9B98-465030B91C09,f1a6e552-ff3a-41a3-9b98-465030b91c09,MTAParty,MTAParty,null,null,null,null,null,null,null,null,MTAParty,MTAParty,MTAParty,MTAParty,day0@party.com,day0@party.com,900000001,900000001,8000000001,8000000001,113030,113030,Day0AddressName,Day0AddressName,Day0Line1,Day0Line1,Day0Line2,Day0Line2,Day0Line3,Day0Line3,Day0City,Day0City,Day0State,Day0State,INDIA,INDIA,100000,100000,Test Case is passed
76048,112615,112615,Joint Assured,Joint Assured,191292,191292,F1A6E552-FF3A-41A3-9B98-465030B91C09,f1a6e552-ff3a-41a3-9b98-465030b91c09,MTAParty,MTAParty,null,null,null,null,null,null,null,null,MTAParty,MTAParty,MTAParty,MTAParty,day0@party.com,day0@party.com,900000001,900000001,8000000001,8000000001,113030,113030,Day0AddressName,Day0AddressName,Day0Line1,Day0Line1,Day0Line2,Day0Line2,Day0Line3,Day0Line3,Day0City,Day0City,Day0State,Day0State,INDIA,INDIA,100000,100000,Test Case is passed
76046,112589,112589,Crew Manager,Crew Manager,191291,191291,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is passed
76045,112589,112589,Crew Manager,Crew Manager,191290,191290,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is passed
76035,112600,112600,Joint Assured,Joint Assured,191289,191289,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76034,112600,112600,Joint Assured,Joint Assured,191288,191288,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76031,112600,112600,Mortgagee,Mortgagee,191287,191287,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76030,112600,112600,Mortgagee,Mortgagee,191286,191286,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76029,112610,112610,Joint Assured,Joint Assured,191285,191285,E841A120-C261-49B3-BF43-E128CA8601D9,e841a120-c261-49b3-bf43-e128ca8601d9,null,null,Mrs.,Mrs.,Updated,Updated,null,null,P5 JA_Party3,P5 JA_Party3,Updated P5 JA_Party3,Mrs. Updated P5 JA_Party3,Updated P5 JA_Party3,Updated P5 JA_Party3,null,null,null,null,null,null,113025,113025,P5 JA_Party3 AddName,P5 JA_Party3 AddName,P5 JA_Party3 L1,P5 JA_Party3 L1,P5 JA_Party3 L2,P5 JA_Party3 L2,null,null,Scunthorpe,Scunthorpe,null,null,UNITED KINGDOM,UNITED KINGDOM,SC1 1SC,SC1 1SC,Test Case is passed
