SQL_ApplicationId,SQL_JointAssuredId,API_JointAssuredId,SQL_JointAssuredReference,API_JointAssuredReference,SQL_Party_Id,API_Party_Id,SQL_PartyRoleTypeName,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_Address_Id,API_Address_Id,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Status
76028,41884,41884,503697,503697,112609,112609,Joint Assured,295CEC75-7524-4EDD-8D9E-5177392F21FE,295cec75-7524-4edd-8d9e-5177392f21fe,null,null,Captain,Captain,P4,P4,null,null,JA_Party2,JA_Party2,P4 JA_Party2,Captain P4 JA_Party2,P4 JA_Party2,P4 JA_Party2,null,null,null,null,null,null,113024,113024,JA_Party2 AddName,JA_Party2 AddName,JA_Party2 L1,JA_Party2 L1,JA_Party2 L2,JA_Party2 L2,null,null,Barnsley,Barnsley,South Yorkshire,South Yorkshire,UNITED KINGDOM,UNITED KINGDOM,S20 1sh,S20 1sh,Test Case Failed
76029,41884,41884,503697,503697,112609,112609,Joint Assured,295CEC75-7524-4EDD-8D9E-5177392F21FE,295cec75-7524-4edd-8d9e-5177392f21fe,null,null,Captain,Captain,P4,P4,null,null,JA_Party2,JA_Party2,P4 JA_Party2,Captain P4 JA_Party2,P4 JA_Party2,P4 JA_Party2,null,null,null,null,null,null,113024,113024,JA_Party2 AddName,JA_Party2 AddName,JA_Party2 L1,JA_Party2 L1,JA_Party2 L2,JA_Party2 L2,null,null,Barnsley,Barnsley,South Yorkshire,South Yorkshire,UNITED KINGDOM,UNITED KINGDOM,S20 1sh,S20 1sh,Test Case Failed
76028,41883,41883,503696,503696,112608,112608,Joint Assured,39DAB1D8-BB19-4864-B572-E72B5D02DBB5,39dab1d8-bb19-4864-b572-e72b5d02dbb5,P3 JA_Party1,P3 JA_Party1,null,null,null,null,null,null,null,null,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,o@k.com,o@k.com,+4477558899,+4477558899,+44995544225,+44995544225,113023,113023,P3 JA_Party1 AddName,P3 JA_Party1 AddName,P3 JA_Party1 L1,P3 JA_Party1 L1,P3 JA_Party1 L2,P3 JA_Party1 L2,null,null,Halifax,Halifax,West Yorkshire,West Yorkshire,UNITED KINGDOM,UNITED KINGDOM,LE1 1LE,LE1 1LE,Test Case Passed
76029,41883,41883,503696,503696,112608,112608,Joint Assured,39DAB1D8-BB19-4864-B572-E72B5D02DBB5,39dab1d8-bb19-4864-b572-e72b5d02dbb5,P3 JA_Party1,P3 JA_Party1,null,null,null,null,null,null,null,null,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,o@k.com,o@k.com,+4477558899,+4477558899,+44995544225,+44995544225,113023,113023,P3 JA_Party1 AddName,P3 JA_Party1 AddName,P3 JA_Party1 L1,P3 JA_Party1 L1,P3 JA_Party1 L2,P3 JA_Party1 L2,null,null,Halifax,Halifax,West Yorkshire,West Yorkshire,UNITED KINGDOM,UNITED KINGDOM,LE1 1LE,LE1 1LE,Test Case Passed
76016,41882,41882,503695,503695,112600,112600,Joint Assured,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case Passed
76017,41882,41882,503695,503695,112600,112600,Joint Assured,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case Passed
76026,41882,41882,503695,503695,112600,112600,Joint Assured,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case Passed
76027,41882,41882,503695,503695,112600,112600,Joint Assured,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case Passed
76034,41882,41882,503695,503695,112600,112600,Joint Assured,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case Passed
76035,41882,41882,503695,503695,112600,112600,Joint Assured,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case Passed
75992,41881,41881,503694,503694,112596,112596,Joint Assured,FDE66DEF-E697-471E-91C1-CC16ED8D36AF,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,null,null,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,113011,113011,Party26Aug Party1 AddName,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L2,Party26Aug Party1L3,Party26Aug Party1L3,Aberdeen,Aberdeen,Aberdeenshire,Aberdeenshire,UNITED KINGDOM,UNITED KINGDOM,Ab1 1AB,Ab1 1AB,Test Case Passed
75993,41881,41881,503694,503694,112596,112596,Joint Assured,FDE66DEF-E697-471E-91C1-CC16ED8D36AF,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,null,null,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,113011,113011,Party26Aug Party1 AddName,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L2,Party26Aug Party1L3,Party26Aug Party1L3,Aberdeen,Aberdeen,Aberdeenshire,Aberdeenshire,UNITED KINGDOM,UNITED KINGDOM,Ab1 1AB,Ab1 1AB,Test Case Passed
75984,41880,41880,503693,503693,112592,112592,Joint Assured,77802CA7-0BD0-4095-A48F-585DBE947FCD,77802ca7-0bd0-4095-a48f-585dbe947fcd,TestParty,TestParty,null,null,null,null,null,null,null,null,TestParty,TestParty,TestParty,TestParty,Party@Party.com,Party@Party.com,4567890876,4567890876,,,113007,113007,PartyAddressName,PartyAddressName,PartyLine1,PartyLine1,PartyLine2,PartyLine2,PartyLine3,PartyLine3,PartyCity,PartyCity,PartyState,PartyState,INDIA,INDIA,3212312,3212312,Test Case Passed
76001,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
76002,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
76022,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
76023,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
76024,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
75978,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,SurajParty,null,null,null,null,null,null,null,null,Suraj new Party_26082020,SurajParty,Suraj new Party_26082020,SurajParty,test@test.com,null,98789798789,null,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
75982,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party,Suraj new Party_26082020,Suraj new Party,test@test.com,null,98789798789,null,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
75995,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
75996,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
75998,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
75999,41879,41879,503692,503692,112589,112589,Joint Assured,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case Failed
75975,41878,41878,503691,503691,82699,82699,Joint Assured,6A878CA6-C837-E711-B767-005056B03908,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,null,null,Tom test crew manager,Tom test crew manager,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,23905,23905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
75976,41878,41878,503691,503691,82699,82699,Joint Assured,6A878CA6-C837-E711-B767-005056B03908,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,null,null,Tom test crew manager,Tom test crew manager,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,23905,23905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
75974,41877,41877,503690,503690,82697,82697,Joint Assured,503E7D67-C737-E711-B767-005056B03908,503e7d67-c737-e711-b767-005056b03908,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,null,null,null,null,null,null,null,null,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,janie.welsh@shipownersclub.com,janie.welsh@shipownersclub.com,null,null,null,null,23903,23903,Test Address Name,Test Address Name,null,null,null,null,null,null,Test City,Test City,null,null,ITALY,ITALY,null,null,Test Case Passed
75961,41876,41876,503689,503689,112579,112579,Joint Assured,49D16B80-F366-4083-A1C9-851525B422BA,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,17AugRun2 Party 1,null,null,null,null,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,you@there.com,+445511225,+445511225,+44558855221,+44558855221,112994,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,17AugRun2 Party 1 L3,Birmingham,Birmingham,Midlands,Midlands,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
75962,41876,41876,503689,503689,112579,112579,Joint Assured,49D16B80-F366-4083-A1C9-851525B422BA,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,17AugRun2 Party 1,null,null,null,null,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,you@there.com,+445511225,+445511225,+44558855221,+44558855221,112994,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,17AugRun2 Party 1 L3,Birmingham,Birmingham,Midlands,Midlands,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
75958,41875,41875,503688,503688,112572,112572,Joint Assured,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,17 Aug Party 1,17 Aug Party 1,null,null,null,null,null,null,null,null,17 Aug Party 1,17 Aug Party 1,17 Aug Party 1,17 Aug Party 1,null,null,null,null,null,null,112987,112987,17 Aug Party 1 Add Name,17 Aug Party 1 Add Name,17 Aug Party 1 L1,17 Aug Party 1 L1,17 Aug Party 1 L2,17 Aug Party 1 L2,17 Aug Party 1 L3,17 Aug Party 1 L3,Birmingham,Birmingham,midlands,midlands,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case Passed
75957,41874,41874,503687,503687,112567,112567,Joint Assured,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,14Aug Party1,14Aug Party1,null,null,null,null,null,null,null,null,14Aug Party1,14Aug Party1,14Aug Party1,14Aug Party1,there@here.com,there@here.com,+448855221,+448855221,+44775511225,+44775511225,112982,112982,14Aug Party1 Add Name,14Aug Party1 Add Name,14Aug Party1 L1,14Aug Party1 L1,14Aug Party1 L2,14Aug Party1 L2,14Aug Party1 L3,14Aug Party1 L3,Birmingham,Birmingham,West Mids,West Mids,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
75949,41873,41873,503686,503686,112560,112560,Joint Assured,E9C14559-AE61-41C2-8DDD-129F4E463EC3,e9c14559-ae61-41c2-8ddd-129f4e463ec3,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,null,null,null,null,null,null,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,null,null,null,null,112975,112975,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,BHAm,BHAm,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
75950,41873,41873,503686,503686,112560,112560,Joint Assured,E9C14559-AE61-41C2-8DDD-129F4E463EC3,e9c14559-ae61-41c2-8ddd-129f4e463ec3,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,null,null,null,null,null,null,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,null,null,null,null,112975,112975,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,BHAm,BHAm,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
75597,41872,41872,503685,503685,1,1,Joint Assured,A1B50254-D215-DD11-B86D-001A4BF0119A,a1b50254-d215-dd11-b86d-001a4bf0119a,POST & CO (P & I),POST & CO (P & I),null,null,null,null,null,null,POST & CO (P & I),POST & CO (P & I),POST & CO (P & I),POST & CO (P & I),POST & CO (P & I),POST & CO (P & I),claims@post-co.com,claims@post-co.com,+31 (10) 453 5888,+31 (10) 453 5888,+31 (10) 452 9575,+31 (10) 452 9575,64,64,Blaak 31 11th Floor,Blaak 31 11th Floor,null,null,null,null,null,null,Rotterdam,Rotterdam,null,null,NETHERLANDS,NETHERLANDS,3011 GA,3011 GA,Test Case Passed
68323,41871,41871,503684,503684,112548,112548,Joint Assured,7804B44F-3F65-EA11-A811-000D3A86AD30,7804b44f-3f65-ea11-a811-000d3a86ad30,Hero Marine Ltd ,Hero Marine Ltd ,null,null,null,null,null,null,null,null,Hero Marine Ltd ,Hero Marine Ltd ,Hero Marine Ltd ,Hero Marine Ltd ,null,null,null,null,null,null,112963,112963,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
55863,41870,41870,503683,503683,112544,112544,Joint Assured,AE07D01C-3B65-EA11-A811-000D3A86AD30,ae07d01c-3b65-ea11-a811-000d3a86ad30,Saga Seafood (PTY) LTD,Saga Seafood (PTY) LTD,null,null,null,null,null,null,null,null,Saga Seafood (PTY) LTD,Saga Seafood (PTY) LTD,Saga Seafood (PTY) LTD,Saga Seafood (PTY) LTD,null,null,null,null,null,null,112959,112959,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
55863,41869,41869,503682,503682,112542,112542,Joint Assured,4C50B6D4-3A65-EA11-A811-000D3A86A8CF,4c50b6d4-3a65-ea11-a811-000d3a86a8cf,Esja Investment PTY,Esja Investment PTY,null,null,null,null,null,null,null,null,Esja Investment PTY,Esja Investment PTY,Esja Investment PTY,Esja Investment PTY,null,null,null,null,null,null,112957,112957,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
55863,41868,41868,503681,503681,112541,112541,Joint Assured,95D6E2BF-3A65-EA11-A811-000D3A86AD30,95d6e2bf-3a65-ea11-a811-000d3a86ad30,Heinaste Investment (Namibia) (PTY)  LTD,Heinaste Investment (Namibia) (PTY)  LTD,null,null,null,null,null,null,null,null,Heinaste Investment (Namibia) (PTY)  LTD,Heinaste Investment (Namibia) (PTY)  LTD,Heinaste Investment (Namibia) (PTY)  LTD,Heinaste Investment (Namibia) (PTY)  LTD,null,null,null,null,null,null,112956,112956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
54713,41867,41867,503680,503680,112532,112532,Joint Assured,8A1FC663-0965-EA11-A811-000D3A86AD30,8a1fc663-0965-ea11-a811-000d3a86ad30,Newocean Petroleum Co., Ltd,Newocean Petroleum Co.  Ltd,null,null,null,null,null,null,null,null,Newocean Petroleum Co., Ltd,Newocean Petroleum Co.  Ltd,Newocean Petroleum Co., Ltd,Newocean Petroleum Co.  Ltd,null,null,null,null,null,null,112947,112947,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Failed
75470,41866,41866,503679,503679,112531,112531,Joint Assured,F3C77EFA-0865-EA11-A811-000D3A86A8CF,f3c77efa-0865-ea11-a811-000d3a86a8cf,RICH CROWN MACHINERY LTD,RICH CROWN MACHINERY LTD,null,null,null,null,null,null,null,null,RICH CROWN MACHINERY LTD,RICH CROWN MACHINERY LTD,RICH CROWN MACHINERY LTD,RICH CROWN MACHINERY LTD,null,null,null,null,null,null,112946,112946,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
75470,41865,41865,503678,503678,112530,112530,Joint Assured,5C717AE2-0865-EA11-A811-000D3A86AD30,5c717ae2-0865-ea11-a811-000d3a86ad30,RICH CROWN ENGINEERING LTD,RICH CROWN ENGINEERING LTD,null,null,null,null,null,null,null,null,RICH CROWN ENGINEERING LTD,RICH CROWN ENGINEERING LTD,RICH CROWN ENGINEERING LTD,RICH CROWN ENGINEERING LTD,null,null,null,null,null,null,112945,112945,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
75464,41864,41864,503677,503677,112528,112528,Joint Assured,3F92DE86-0165-EA11-A811-000D3A86AD30,3f92de86-0165-ea11-a811-000d3a86ad30,Whales Hervey Bay Pty Ltd,Whales Hervey Bay Pty Ltd,null,null,null,null,null,null,null,null,Whales Hervey Bay Pty Ltd,Whales Hervey Bay Pty Ltd,Whales Hervey Bay Pty Ltd,Whales Hervey Bay Pty Ltd,null,null,null,null,null,null,112943,112943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
75466,41863,41863,503676,503676,112527,112527,Joint Assured,DE4C1220-0065-EA11-A811-000D3A86AD30,de4c1220-0065-ea11-a811-000d3a86ad30,Leesing Logistics (EM) Sdn Bhd,Leesing Logistics (EM) Sdn Bhd,null,null,null,null,null,null,null,null,Leesing Logistics (EM) Sdn Bhd,Leesing Logistics (EM) Sdn Bhd,Leesing Logistics (EM) Sdn Bhd,Leesing Logistics (EM) Sdn Bhd,null,null,null,null,null,null,112942,112942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
70906,41862,41862,503675,503675,112524,112524,Joint Assured,378CED6C-EF64-EA11-A811-000D3A86AD30,378ced6c-ef64-ea11-a811-000d3a86ad30,PKR Offshore Co., Ltd.,PKR Offshore Co.  Ltd.,null,null,null,null,null,null,null,null,PKR Offshore Co., Ltd.,PKR Offshore Co.  Ltd.,PKR Offshore Co., Ltd.,PKR Offshore Co.  Ltd.,null,null,null,null,null,null,112939,112939,13F.-4, No. 50,13F.-4  No. 50,Sec. 1, Xinsheng S. Rd.,Sec. 1  Xinsheng S. Rd.,Zhongzheng Dist.,Zhongzheng Dist.,Taipei City 10059,Taipei City 10059,Taiwan (R.O.C.),Taiwan (R.O.C.),null,null,TAIWAN,TAIWAN,null,null,Test Case Failed
70399,41861,41861,503674,503674,112523,112523,Joint Assured,9E2E5B69-DD64-EA11-A811-000D3A86AD30,9e2e5b69-dd64-ea11-a811-000d3a86ad30,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,112938,112938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
