SQL_ApplicationRiskId,API_ApplicationRiskId,SQL_Id,API_Id,SQL_RiskReference,API_RiskReference,SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_MemberName,API_MemberName,SQL_ApplicationId,API_ApplicationId,SQL_ApplicationReference,API_ApplicationReference,SQL_ApplicationType,API_ApplicationType,SQL_EmailAddress,API_EmailAddress,SQL_VesselId,API_VesselId,SQL_ImoNumber,API_ImoNumber,SQL_VesselName,API_VesselName,SQL_VesselType,API_VesselType,SQL_CallSign,API_CallSign,SQL_GrossTonnage,API_GrossTonnage,SQL_YearBuilt,API_YearBuilt,SQL_FlagCountryCode,API_FlagCountryCode,SQL_FlagCountryName,API_FlagCountryName,SQL_PortOfRegistryCode,API_PortOfRegistryCode,SQL_PortOfRegistryName,API_PortOfRegistryName,SQL_RiskCategoryName,API_RiskCategoryName,SQL_EngineHorsePower,API_EngineHorsePower,SQL_TrademarkEngineModelNumber,API_TrademarkEngineModelNumber,Status
150777,150777,130167,130167,682625,682625,44894,44894,73318,73318,Updated Member Name,Member ForMTARenewals,76136,76136,1044628,1044628,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130167,130167,2354089,2354089,Risk 2 For1044628,Risk 2 For1044628,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,uuu,uuu,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150776,150776,130166,130166,682624,682624,44894,44894,73318,73318,Updated Member Name,Member ForMTARenewals,76136,76136,1044628,1044628,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130166,130166,3454355,3454355,Risk 1 For1044628,Risk 1 For1044628,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ttt,ttt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150775,150775,130161,130161,682619,682619,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76135,76135,1044627,1044627,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130161,130161,2432415,2432415,Risk 2 For1044620,Risk 2 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ooo,ooo,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150774,150774,130160,130160,682618,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76135,76135,1044627,1044627,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130160,130160,2349010,2349010,Risk 1 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,nnn,nnn,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150773,150773,130163,130163,682621,682621,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76134,76134,1044626,1044626,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130163,130163,3458923,3458923,Risk 2 For1044621,Risk 2 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,qqq,qqq,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150772,150772,130162,130162,682620,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76134,76134,1044626,1044626,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130162,130162,3458727,3458727,Risk 1 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ppp,ppp,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150767,150767,130160,130160,682618,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76131,76131,1044627,1044627,RenewalQuote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130160,130160,2349010,2349010,Risk 1 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,nnn,nnn,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150766,150766,130161,130161,682619,682619,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76131,76131,1044627,1044627,RenewalQuote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130161,130161,2432415,2432415,Risk 2 For1044620,Risk 2 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ooo,ooo,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150765,150765,130162,130162,682620,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76130,76130,1044626,1044626,RenewalQuote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130162,130162,3458727,3458727,Risk 1 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ppp,ppp,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150764,150764,130163,130163,682621,682621,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76130,76130,1044626,1044626,RenewalQuote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130163,130163,3458923,3458923,Risk 2 For1044621,Risk 2 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,qqq,qqq,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150763,150763,130165,130165,682623,682623,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76129,76129,1044625,1044625,RenewalQuote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130165,130165,2342933,2342933,Risk 1 For1044623,Risk 1 For1044623,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,sss,sss,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150762,150762,130164,130164,682622,682622,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76128,76128,1044624,1044624,RenewalQuote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130164,130164,2342323,2342323,Risk 1 For1044622,Risk 1 For1044622,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,rrr,rrr,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150761,150761,130165,130165,682623,682623,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76127,76127,1044623,1044623,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130165,130165,2342933,2342933,Risk 1 For1044623,Risk 1 For1044623,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,sss,sss,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150760,150760,130165,130165,682623,682623,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76126,76126,1044623,1044623,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130165,130165,2342933,2342933,Risk 1 For1044623,Risk 1 For1044623,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,sss,sss,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150759,150759,130164,130164,682622,682622,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76125,76125,1044622,1044622,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130164,130164,2342323,2342323,Risk 1 For1044622,Risk 1 For1044622,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,rrr,rrr,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150758,150758,130164,130164,682622,682622,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76124,76124,1044622,1044622,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130164,130164,2342323,2342323,Risk 1 For1044622,Risk 1 For1044622,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,rrr,rrr,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150757,150757,130163,130163,682621,682621,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76123,76123,1044621,1044621,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130163,130163,3458923,3458923,Risk 2 For1044621,Risk 2 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,qqq,qqq,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150756,150756,130162,130162,682620,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76123,76123,1044621,1044621,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130162,130162,3458727,3458727,Risk 1 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ppp,ppp,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150755,150755,130163,130163,682621,682621,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76122,76122,1044621,1044621,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130163,130163,3458923,3458923,Risk 2 For1044621,Risk 2 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,qqq,qqq,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150754,150754,130162,130162,682620,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76122,76122,1044621,1044621,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130162,130162,3458727,3458727,Risk 1 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ppp,ppp,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150753,150753,130161,130161,682619,682619,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76121,76121,1044620,1044620,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130161,130161,2432415,2432415,Risk 2 For1044620,Risk 2 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ooo,ooo,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150752,150752,130160,130160,682618,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76121,76121,1044620,1044620,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130160,130160,2349010,2349010,Risk 1 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,nnn,nnn,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150751,150751,130161,130161,682619,682619,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76120,76120,1044620,1044620,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130161,130161,2432415,2432415,Risk 2 For1044620,Risk 2 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ooo,ooo,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150750,150750,130160,130160,682618,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76120,76120,1044620,1044620,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130160,130160,2349010,2349010,Risk 1 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,nnn,nnn,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150749,150749,130159,130159,682617,682617,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76119,76119,1044619,1044619,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130159,130159,2365349,2365349,Risk 2 For1044619,Risk 2 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,mmm,mmm,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150748,150748,130158,130158,682616,682616,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76119,76119,1044619,1044619,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130158,130158,2358906,2358906,Risk 1 For1044619,Risk 1 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,lll,lll,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150747,150747,130159,130159,682617,682617,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76118,76118,1044619,1044619,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130159,130159,2365349,2365349,Risk 2 For1044619,Risk 2 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,mmm,mmm,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150746,150746,130158,130158,682616,682616,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76118,76118,1044619,1044619,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130158,130158,2358906,2358906,Risk 1 For1044619,Risk 1 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,lll,lll,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150745,150745,130157,130157,682615,682615,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76117,76117,1044618,1044618,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130157,130157,8340298,8340298,Risk 1 For1044618,Risk 1 For1044618,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,kkk,kkk,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150744,150744,130157,130157,682615,682615,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76116,76116,1044618,1044618,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130157,130157,8340298,8340298,Risk 1 For1044618,Risk 1 For1044618,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,kkk,kkk,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150743,150743,130156,130156,682614,682614,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76115,76115,1044617,1044617,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130156,130156,8297518,8297518,Updated Happy Risk,Updated Happy Risk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jjj,jjj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150742,150742,130156,130156,682614,682614,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76114,76114,1044617,1044617,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130156,130156,8297518,8297518,Updated Happy Risk,Risk 1 For1044617,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jjj,jjj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150741,150741,130155,130155,682613,682613,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76113,76113,1044616,1044616,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130155,130155,5373921,5373921,Risk2 For1044616 ,Risk2 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,iii,iii,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150740,150740,130154,130154,682612,682612,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76113,76113,1044616,1044616,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130154,130154,9784386,9784386,Risk 1 For1044616 ,Risk 1 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,hhh,hhh,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150739,150739,130155,130155,682613,682613,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76112,76112,1044616,1044616,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130155,130155,5373921,5373921,Risk2 For1044616 ,Risk2 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,iii,iii,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150738,150738,130154,130154,682612,682612,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76112,76112,1044616,1044616,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130154,130154,9784386,9784386,Risk 1 For1044616 ,Risk 1 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,hhh,hhh,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150737,150737,130153,130153,682611,682611,44891,44891,73315,73315,Member For1044615,Member For1044615,76111,76111,1044615,1044615,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130153,130153,4643537,4643537,Risk 1 1044615,Risk 1 1044615,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ggg,ggg,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,GEN,TRIESTE,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150736,150736,130153,130153,682611,682611,44891,44891,73315,73315,Member For1044615,Member For1044615,76110,76110,1044615,1044615,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130153,130153,4643537,4643537,Risk 1 1044615,Risk 1 1044615,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ggg,ggg,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150735,150735,130152,130152,682610,682610,44890,44890,73314,73314,Member For1044614,Member For1044614,76109,76109,1044614,1044614,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130152,130152,6245212,6245212,Risk 1 1044614,Risk 1 1044614,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,fff,fff,2000,2000,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150734,150734,130152,130152,682610,682610,44890,44890,73314,73314,Member For1044614,Member For1044614,76108,76108,1044614,1044614,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130152,130152,6245212,6245212,Risk 1 1044614,Risk 1 1044614,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,fff,fff,2000,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150733,150733,130151,130151,682609,682609,44889,44889,73313,73313,Member For1044613,Member For1044613,76107,76107,1044613,1044613,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130151,130151,7835636,7835636,Major Tom,Yossarian,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,eee,eee,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150732,150732,130150,130150,682608,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76107,76107,1044613,1044613,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130150,130150,3465457,3465457,Moribund the Burgermeister,Starman,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ddd,ddd,2000,2000,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150731,150731,130151,130151,682609,682609,44889,44889,73313,73313,Member For1044613,Member For1044613,76106,76106,1044613,1044613,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130151,130151,7835636,7835636,Major Tom,Risk 2 For1044613,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,eee,eee,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150730,150730,130150,130150,682608,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76106,76106,1044613,1044613,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130150,130150,3465457,3465457,Moribund the Burgermeister,Risk 1 For1044613,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ddd,ddd,2000,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150729,150729,130149,130149,682607,682607,44888,44888,73312,73312,Member For155071,Member For155071,76105,76105,1044612,1044612,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130149,130149,6546343,6546343,Risk 2 For1044612,Risk 2 For1044612,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ccc,ccc,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150728,150728,130148,130148,682606,682606,44888,44888,73312,73312,Member For155071,Member For155071,76105,76105,1044612,1044612,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130148,130148,5239814,5239814,Risk 1 For1044612,Risk 1 For1044612,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,bbb,bbb,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150727,150727,130149,130149,682607,682607,44888,44888,73312,73312,Member For155071,Member For155071,76104,76104,1044612,1044612,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130149,130149,6546343,6546343,Risk 2 For1044612,Risk 2 For1044612,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ccc,ccc,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150726,150726,130148,130148,682606,682606,44888,44888,73312,73312,Member For155071,Member For155071,76104,76104,1044612,1044612,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130148,130148,5239814,5239814,Risk 1 For1044612,Risk 1 For1044612,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,bbb,bbb,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150725,150725,130147,130147,682605,682605,44888,44888,73312,73312,Member For155071,Member For155071,76103,76103,1044611,1044611,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130147,130147,4698702,4698702,Risk 2 1044611,Risk 2 1044611,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,aaa,aaa,2500,2500,2012,2012,IRL,IRL,IRELAND REPUBLIC OF,IRELAND REPUBLIC OF,COR,COR,CORK,CORK,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150724,150724,130146,130146,682604,682604,44888,44888,73312,73312,Member For155071,Member For155071,76103,76103,1044611,1044611,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130146,130146,null,null,Risk 1 1044611,Risk 1 1044611,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
