SQL_ApplicationRiskId,API_ApplicationRiskId,SQL_RiskVesselId,API_RiskVesselId,SQL_RiskReference,API_RiskReference,SQL_MemberId,API_MemberId,SQL_Reference,API_Reference,SQL_OrganisationName,API_OrganisationName,SQL_ApplicationID,API_ApplicationID,SQL_ApplicationReference,API_ApplicationReference,SQL_Discriminator,API_Discriminator,SQL_EmailAddress,API_EmailAddress,SQL_ImoNumber,API_ImoNumber,SQL_VesselName,API_VesselName,SQL_VesselType,API_VesselType,SQL_CallSign,API_CallSign,SQL_GrossTonnage,API_GrossTonnage,SQL_YearBuilt,API_YearBuilt,SQL_FlagCountryCode,API_FlagCountryCode,SQL_FlagCountryName,API_FlagCountryName,SQL_PortOfRegistryCode,API_PortOfRegistryCode,SQL_PortOfRegistryName,API_PortOfRegistryName,SQL_RiskCategoryName,API_RiskCategoryName,SQL_EngineHorsePower,API_EngineHorsePower,SQL_TrademarkEngineModelNumber,API_TrademarkEngineModelNumber,Test Case Status
150665,150664,130114,130113,682572,682571,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76057,76057,1044581,1044581,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R2B152672 R2,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,3333,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,GEN,CORK,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case failed
150666,150664,130115,130113,682573,682571,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76057,76057,1044581,1044581,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R2B152672 R3,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,3333,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,FEL,GEN,FELIXSTOWE,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case failed
150654,150654,130107,130107,682565,682565,44879,44879,73303,73303,Day0_MemberByRef,Day0_MemberByRef,76051,76051,1044576,1044576,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
150652,150652,130106,130106,682564,682564,44878,44878,73302,73302,Day3_Member,Day3_Member,76049,76049,1044575,1044575,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,MTAVessel,MTAVessel,DREDGING (FISHING),DREDGING (FISHING),1000,1000,200,200,2020,2020,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
150640,150640,130101,130101,682559,682559,44876,44876,73300,73300,Day3APIMember,Day3APIMember,76031,76031,1044562,1044562,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,MyAPIRisk1,MyAPIRisk1,FISH FARM VESSELS,FISH FARM VESSELS,123123123,123123123,100,100,2020,2020,UMI,UMI,AMERICAN PACIFIC TERRITORIES,AMERICAN PACIFIC TERRITORIES,ALD,ALD,AALESUND,AALESUND,FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
150636,150636,130098,130098,682556,682556,44875,44875,73299,73299,Member 07Sept1150,Member 07Sept1150,76029,76029,1044561,1044561,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,JATests Risk 1,JATests Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case passed
150637,150636,130099,130098,682557,682556,44875,44875,73299,73299,Member 07Sept1150,Member 07Sept1150,76029,76029,1044561,1044561,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,1284641,null,JATests Risk 2,JATests Risk 1,YACHT CHARTER MAX 12 PAX,YACHT CHARTER 13+ PAX,Ayup,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150638,150636,130100,130098,682558,682556,44875,44875,73299,73299,Member 07Sept1150,Member 07Sept1150,76029,76029,1044561,1044561,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,JATests Risk 3,JATests Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,SOU,TRE,SOUTHAMPTON,TRIESTE,YACHTS,YACHTS,4500,null,TMHere1,null,Test Case failed
150632,150632,130097,130097,682555,682555,44874,44874,73298,73298,Day3TestMember,Day3TestMember,76027,76027,1044560,1044560,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,RiskTest1,RiskTest1,INSHORE FISHING,INSHORE FISHING,12313,12313,123,123,2002,2002,IND,IND,INDIA,INDIA,GOA,GOA,GOA,GOA,FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
150625,150618,130092,130088,682550,682546,44871,44871,73295,73295,MyMember,MyMember,76017,76007,1044552,1044545,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Day3MTAVessel,MyVessel,FISH FARM VESSELS,FISH FARM VESSELS,1233212,1233212,555,555,2019,2019,IND,IND,INDIA,INDIA,GOA,GOA,GOA,GOA,FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150618,150618,130088,130088,682546,682546,44871,44871,73295,73295,MyMember,MyMember,76007,76007,1044545,1044545,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,MyVessel,MyVessel,FISH FARM VESSELS,FISH FARM VESSELS,1233212,1233212,555,555,2019,2019,IND,IND,INDIA,INDIA,GOA,GOA,GOA,GOA,FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
150615,150615,130086,130086,682544,682544,44870,44870,73294,73294,NewMem 27Aug1415,NewMem 27Aug1415,76005,76005,1044539,1044539,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,QuoteRisk 1,QuoteRisk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case passed
150616,150615,130087,130086,682545,682544,44870,44870,73294,73294,NewMem 27Aug1415,NewMem 27Aug1415,76005,76005,1044539,1044539,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,QuoteRisk 2,QuoteRisk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150600,150600,130078,130078,682536,682536,44869,44869,73293,73293,MemCreated 26Aug1421,MemCreated 26Aug1421,75993,75993,1044536,1044536,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,1243269,1243269,Mem26Aug1421 Risk1,Mem26Aug1421 Risk1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,Get Here Now,Get Here Now,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case passed
150601,150600,130079,130078,682537,682536,44869,44869,73293,73293,MemCreated 26Aug1421,MemCreated 26Aug1421,75993,75993,1044536,1044536,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,1243269,Mem26Aug1421 Risk2,Mem26Aug1421 Risk1,YACHT CHARTER MAX 12 PAX,YACHT CHARTER 13+ PAX,null,Get Here Now,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150602,150600,130080,130078,682538,682536,44869,44869,73293,73293,MemCreated 26Aug1421,MemCreated 26Aug1421,75993,75993,1044536,1044536,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,1243269,Mem26Aug1421 Risk3,Mem26Aug1421 Risk1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,Get Here Now,2500,2500,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,FEL,TRE,FELIXSTOWE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150596,150596,130077,130077,682535,682535,44868,44868,73292,73292,mem 26 Aug 1259,mem 26 Aug 1259,75991,75991,1044535,1044535,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,26 Aug smoke2 risk,26 Aug smoke2 risk,PASSENGER CRUISE VESSEL,PASSENGER CRUISE VESSEL,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,PASSENGER VESSELS,PASSENGER VESSELS,null,null,null,null,Test Case passed
150642,150608,130102,130081,682560,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,76035,75996,1044565,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,8765345,Day3MTACheck,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),11092020,123,203,120,2020,2000,DEU,IND,GERMANY,INDIA,FRAN,GOI,FRANKFURT,GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150629,150608,130095,130081,682553,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,76024,75996,1044558,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,8765345,Day3Vessel,SurajRisk,FISH FARM VESSELS,DREDGING (FISHING),1233212,123,555,120,2019,2000,IND,IND,INDIA,INDIA,GOA,GOI,GOA,GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150623,150608,130091,130081,682549,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,76015,75996,1044551,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,8765345,MyVessel,SurajRisk,FISH FARM VESSELS,DREDGING (FISHING),1233212,123,555,120,2019,2000,IND,IND,INDIA,INDIA,GOA,GOI,GOA,GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150620,150608,130089,130081,682547,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,76009,75996,1044546,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,8765345,MyVessel,SurajRisk,FISH FARM VESSELS,DREDGING (FISHING),1233212,123,555,120,2019,2000,IND,IND,INDIA,INDIA,GOA,GOI,GOA,GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150612,150608,130085,130081,682543,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,76002,75996,1044542,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150610,150608,130084,130081,682542,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,75999,75996,1044540,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150606,150608,130083,130081,682541,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,75996,75996,1044538,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,8765345,Risky Business,SurajRisk,LONG LINES,DREDGING (FISHING),null,123,43,120,1974,2000,USA,IND,UNITED STATES OF AMERICA,INDIA,ALD,GOI,AALESUND,GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150607,150608,130082,130081,682540,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,75996,75996,1044538,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,8765345,TestRisk1,SurajRisk,INSHORE FISHING,DREDGING (FISHING),12313,123,1234,120,2002,2000,IND,IND,INDIA,INDIA,GOA,GOI,GOA,GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case failed
150608,150608,130081,130081,682539,682539,44866,44866,73290,73290,Suraj Member,Suraj Member,75996,75996,1044538,1044538,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
150650,150650,130105,130105,682563,682563,44865,44865,73289,73289,Day3_MemberForRiskName,Day3_MemberForRiskName,76046,76046,1044573,1044573,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
150587,150572,130067,130058,682525,682516,44858,44858,73282,73282,Member 17Aug2240,Member 17Aug2240,75981,75962,1044524,1044510,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Risky Business Iii,Aug17Member2240 Risk 1,LONG LINES,YACHT CHARTER 13+ PAX,1234,null,360,2500,1986,2012,CAN,ITA,CANADA,ITALY,AJM,TRE,AJMAN,TRIESTE,FISHING VESSELS,YACHTS,null,null,null,null,Test Case failed
150582,150572,130066,130058,682524,682516,44858,44858,73282,73282,Member 17Aug2240,Member 17Aug2240,75976,75962,1044523,1044510,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,SmokeCheck1,Aug17Member2240 Risk 1,INSHORE FISHING,YACHT CHARTER 13+ PAX,123123,null,5000,2500,2000,2012,ASM,ITA,AMERICAN SAMOA,ITALY,MON,TRE,MONACO,TRIESTE,FISHING VESSELS,YACHTS,null,null,null,null,Test Case failed
150571,150572,130060,130058,682518,682516,44858,44858,73282,73282,Member 17Aug2240,Member 17Aug2240,75962,75962,1044510,1044510,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Aug17Member2240 Risk 3,Aug17Member2240 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,FEL,TRE,FELIXSTOWE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150572,150572,130058,130058,682516,682516,44858,44858,73282,73282,Member 17Aug2240,Member 17Aug2240,75962,75962,1044510,1044510,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Aug17Member2240 Risk 1,Aug17Member2240 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case passed
150573,150572,130059,130058,682517,682516,44858,44858,73282,73282,Member 17Aug2240,Member 17Aug2240,75962,75962,1044510,1044510,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Aug17Member2240 Risk 2,Aug17Member2240 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,LIR,TRE,LIMERICK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150574,150572,130061,130058,682519,682516,44858,44858,73282,73282,Member 17Aug2240,Member 17Aug2240,75962,75962,1044510,1044510,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Aug17Member2240 Risk 4,Aug17Member2240 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,GRC,ITA,GREECE,ITALY,PIR,TRE,PIRAEUS,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150558,150558,130049,130049,682507,682507,44853,44853,73277,73277,anothe3r Newmebr,anothe3r Newmebr,75956,75956,1044505,1044505,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,smerkrisk,smerkrisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case passed
150552,150552,130044,130044,682502,682502,44849,44849,73273,73273,NEW Member 11Aug@9938,NEW Member 11Aug@9938,75950,75950,1044500,1044500,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Risk1 Member@0938,Risk1 Member@0938,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case passed
150553,150552,130045,130044,682503,682502,44849,44849,73273,73273,NEW Member 11Aug@9938,NEW Member 11Aug@9938,75950,75950,1044500,1044500,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Risk 2 Member@0938,Risk1 Member@0938,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
150554,150552,130046,130044,682504,682502,44849,44849,73273,73273,NEW Member 11Aug@9938,NEW Member 11Aug@9938,75950,75950,1044500,1044500,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Risk3 Member@0938,Risk1 Member@0938,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,FEL,TRE,FELIXSTOWE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case failed
149293,149293,129994,129994,682452,682452,44847,44847,73271,73271,bbbbllllaaah,bbbbllllaaah,75568,75568,1044268,1044268,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,RRRRIIISSSKKKKYYYY,RRRRIIISSSKKKKYYYY,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case passed
149286,149283,129990,129989,682448,682447,44846,44846,73270,73270,AMP Test Cold Prospect Party,AMP Test Cold Prospect Party,75561,75558,1044263,1044261,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,Risky Business Iii,New risk check 1,LONG LINES,PASSENGER PONTOON,null,1234567,36,450,1986,2010,CAN,AUS,CANADA,AUSTRALIA,AJM,AMB,AJMAN,AMBARLI,FISHING VESSELS,PASSENGER VESSELS,null,null,null,null,Test Case failed
149283,149283,129989,129989,682447,682447,44846,44846,73270,73270,AMP Test Cold Prospect Party,AMP Test Cold Prospect Party,75558,75558,1044261,1044261,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,New risk check 1,New risk check 1,PASSENGER PONTOON,PASSENGER PONTOON,1234567,1234567,450,450,2010,2010,AUS,AUS,AUSTRALIA,AUSTRALIA,AMB,AMB,AMBARLI,AMBARLI,PASSENGER VESSELS,PASSENGER VESSELS,null,null,null,null,Test Case passed
149280,149280,129987,129987,682445,682445,44845,44845,73269,73269,M1044260,M1044260,75556,75556,1044260,1044260,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R1_1044260,R1_1044260,YACHT COMPANY OWNED NO CHARTER,YACHT COMPANY OWNED NO CHARTER,null,null,2000,2000,2000,2000,ALD,ALD,ALAND ISLANDS,ALAND ISLANDS,AAB,AAB,AABENRAA,AABENRAA,YACHTS,YACHTS,null,null,null,null,Test Case passed
149281,149280,129988,129987,682446,682445,44845,44845,73269,73269,M1044260,M1044260,75556,75556,1044260,1044260,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R2_1044260,R1_1044260,YACHT CHARTER 13+ PAX,YACHT COMPANY OWNED NO CHARTER,null,null,2000,2000,2000,2000,ALB,ALD,ALBANIA,ALAND ISLANDS,A G,AAB,A GUARDA,AABENRAA,YACHTS,YACHTS,null,null,null,null,Test Case failed
149274,149274,129985,129985,682443,682443,44844,44844,73268,73268,M1044258,M1044258,75553,75553,1044258,1044258,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R1044258_1,R1044258_1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2000,2000,2000,2000,ALB,ALB,ALBANIA,ALBANIA,AAB,AAB,AABENRAA,AABENRAA,YACHTS,YACHTS,null,null,null,null,Test Case passed
149275,149274,129986,129985,682444,682443,44844,44844,73268,73268,M1044258,M1044258,75553,75553,1044258,1044258,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R1044258_2,R1044258_1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2000,2000,2000,2000,DZA,ALB,ALGERIA,ALBANIA,AAR,AAB,AARHUS,AABENRAA,YACHTS,YACHTS,null,null,null,null,Test Case failed
149267,149267,129982,129982,682440,682440,44842,44842,73266,73266,M1044255,M1044255,75549,75549,1044255,1044255,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R1_1044255,R1_1044255,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2000,2000,2000,2000,DZA,DZA,ALGERIA,ALGERIA,AAL,AAL,AALBORG,AALBORG,YACHTS,YACHTS,null,null,null,null,Test Case passed
149268,149267,129983,129982,682441,682440,44842,44842,73266,73266,M1044255,M1044255,75549,75549,1044255,1044255,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R2_1044255,R1_1044255,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2000,2000,2000,2000,DZA,DZA,ALGERIA,ALGERIA,AAL,AAL,AALBORG,AALBORG,YACHTS,YACHTS,null,null,null,null,Test Case failed
149261,149261,129980,129980,682438,682438,44841,44841,73265,73265,M1044253,M1044253,75546,75546,1044253,1044253,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R1_1044253,R1_1044253,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2000,2000,2000,2000,DZA,DZA,ALGERIA,ALGERIA,ALD,ALD,AALESUND,AALESUND,YACHTS,YACHTS,null,null,null,null,Test Case passed
149262,149261,129981,129980,682439,682438,44841,44841,73265,73265,M1044253,M1044253,75546,75546,1044253,1044253,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,null,null,R2_1044253,R1_1044253,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2000,2000,2000,2000,ALB,DZA,ALBANIA,ALGERIA,ALD,ALD,AALESUND,AALESUND,YACHTS,YACHTS,null,null,null,null,Test Case failed
150586,150586,130069,130069,682527,682527,44836,44836,73260,73260,OCEAN V LTD,OCEAN V LTD,75980,75980,1044526,1044526,Policy,Policy,Alice.Wakeley@shipownersclub.com,Alice.Wakeley@shipownersclub.com,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case passed
