SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_Domicile,API_Domicile,SQL_Party_Id,API_Party_Id,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_AddressID,API_AddressID,SQL_Name,API_Name,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Status
44861,44861,73285,73285,GBR,BLI,112586,112586,F157A9CD-0001-40EA-898B-E8C73D6D6427,f157a9cd-0001-40ea-898b-e8c73d6d6427,AutoMember_050444_190820,AutoMember_050444_190820,null,null,null,null,null,null,null,null,AutoMember_050444_190820,Automation New Member,AutoMember_050444_190820,AutoMember_050444_190820,mem@mem.mem,mem@mem.mem,452-125,452-125,333-444,333-444,113001,113001,AutoMember_050444_190820,AutoMember_050444_190820,ADR Line 1,ADR Line 1,ADR Line 2,ADR Line 2,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,34A PD,34A PD,Test Case is Failed
44860,44860,73284,73284,GBR,BLI,112585,112585,A9DB5A23-7DF7-49F1-93FE-3FC55E43FC91,a9db5a23-7df7-49f1-93fe-3fc55e43fc91,AutoMember_045239_190820,AutoMember_045239_190820,null,null,null,null,null,null,null,null,AutoMember_045239_190820,Automation New Member,AutoMember_045239_190820,AutoMember_045239_190820,mem@mem.mem,mem@mem.mem,452-125,452-125,333-444,333-444,113000,113000,AutoMember_045239_190820,AutoMember_045239_190820,ADR Line 1,ADR Line 1,ADR Line 2,ADR Line 2,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,34A PD,34A PD,Test Case is Failed
44859,44859,73283,73283,GBR,BLI,112584,112584,B2E873EB-6E47-49BF-ABCA-331A2D0F33EA,b2e873eb-6e47-49bf-abca-331a2d0f33ea,AutoMember_034201_190820,AutoMember_034201_190820,null,null,null,null,null,null,null,null,AutoMember_034201_190820,Automation New Member,AutoMember_034201_190820,AutoMember_034201_190820,mem@mem.mem,mem@mem.mem,452-125,452-125,333-444,333-444,112999,112999,AutoMember_034201_190820,AutoMember_034201_190820,ADR Line 1,ADR Line 1,ADR Line 2,ADR Line 2,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,34A PD,34A PD,Test Case is Failed
44858,44858,73282,73282,GBR,GBR,112578,112578,644FA70B-3E27-4137-8D1C-BAF7AE985C2D,644fa70b-3e27-4137-8d1c-baf7ae985c2d,Member 17Aug2240,Member 17Aug2240,null,null,null,null,null,null,null,null,Member 17Aug2240,Member 17Aug2240 AddName,Member 17Aug2240,Member 17Aug2240,are@you.cpm,are@you.cpm,+44558866885,+44558866885,+442211552258,+442211552258,112993,112993,Member 17Aug2240,Member 17Aug2240,Member 17Aug2240L1,Member 17Aug2240L1,Member 17Aug2240L2,Member 17Aug2240L2,Member 17Aug2240L3,Member 17Aug2240L3,Birmingham,Birmingham,West Mids,West Mids,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44857,44857,73281,73281,GBR,GBR,112577,112577,0490B947-C436-4315-87C6-70464A0A005E,0490b947-c436-4315-87c6-70464a0a005e,Arvind SmokingHot,Arvind SmokingHot,null,null,null,null,null,null,null,null,Arvind SmokingHot,Arvind SmokingHot,Arvind SmokingHot,Arvind SmokingHot,null,null,null,null,null,null,112992,112992,Arvind SmokingHot,Arvind SmokingHot,Arvind SmokingHot,Arvind SmokingHot,Arvind SmokingHot,Arvind SmokingHot,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM, B37 7HG, B37 7HG,Test Case is Passed
44856,44856,73280,73280,GBR,GBR,112576,112576,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,Member 17Aug1415,Member 17Aug1415,null,null,null,null,null,null,null,null,Member 17Aug1415,Member 17Aug1415 AddName,Member 17Aug1415,Member 17Aug1415,there@here.com,there@here.com,+44885511552,+44885511552,+44552288996,+44552288996,112991,112991,Member 17Aug1415,Member 17Aug1415,Member 17Aug1415L1,Member 17Aug1415L1,Member 17Aug1415L2,Member 17Aug1415L2,null,null,Birmingham,Birmingham,West Mids,West Mids,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44855,44855,73279,73279,GBR,GBR,112571,112571,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,Member 17Aug1244,Member 17Aug1244,null,null,null,null,null,null,null,null,Member 17Aug1244,Member 17Aug1244 AddName,Member 17Aug1244,Member 17Aug1244,here@there.com,here@there.com,+44552211552,+44552211552,+885599665,+885599665,112986,112986,Member 17Aug1244,Member 17Aug1244,Member 17Aug1244L1,Member 17Aug1244L1,Member 17Aug1244l2,Member 17Aug1244l2,null,null,Birmingham,Birmingham,West Mids,West Mids,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44854,44854,73278,73278,GBR,GBR,112566,112566,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,Member 14Aug1726,Member 14Aug1726,null,null,null,null,null,null,null,null,Member 14Aug1726,Member 14Aug Add Name,Member 14Aug1726,Member 14Aug1726,Yourself@here.com,Yourself@here.com,+448855995,+448855995,+445511228,+445511228,112981,112981,Member 14Aug1726,Member 14Aug1726,Member 14Aug Add L1,Member 14Aug Add L1,null,null,Member 14Aug Add L3,Member 14Aug Add L3,Stafford,Stafford,Staffordshire,Staffordshire,UNITED KINGDOM,UNITED KINGDOM,St1 1BB,St1 1BB,Test Case is Passed
44853,44853,73277,73277,GBR,GBR,112565,112565,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,anothe3r Newmebr,anothe3r Newmebr,null,null,null,null,null,null,null,null,anothe3r Newmebr,anothe3r Newmebr,anothe3r Newmebr,anothe3r Newmebr,null,null,null,null,null,null,112980,112980,anothe3r Newmebr,anothe3r Newmebr,anothe3r Newmebr,anothe3r Newmebr,anothe3r Newmebr,anothe3r Newmebr,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7 HG,B37 7 HG,Test Case is Passed
44852,44852,73276,73276,GBR,GBR,112564,112564,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,CountRy Member,CountRy Member,null,null,null,null,null,null,null,null,CountRy Member,CountRy Member A,CountRy Member,CountRy Member,yah@as.sd,yah@as.sd,+445552221112,+445552221112,+44885552221,+44885552221,112979,112979,CountRy Member,CountRy Member,CountRy Member B,CountRy Member B,CountRy Member C,CountRy Member C,null,null,BHAM,BHAM,West Mids,West Mids,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44851,44851,73275,73275,GBR,GBR,112563,112563,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,NewMebmer12Aug,NewMebmer12Aug,null,null,null,null,null,null,null,null,NewMebmer12Aug,NewMebmer12Aug,NewMebmer12Aug,NewMebmer12Aug,null,null,null,null,null,null,112978,112978,NewMebmer12Aug,NewMebmer12Aug,NewMebmer12Aug,NewMebmer12Aug,NewMebmer12Aug,NewMebmer12Aug,null,null,Bham,Bham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7Hg,B37 7Hg,Test Case is Passed
44850,44850,73274,73274,GBR,GBR,112562,112562,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,Member 12Aug1301,Member 12Aug1301,null,null,null,null,null,null,null,null,Member 12Aug1301,Member 12Aug1301,Member 12Aug1301,Member 12Aug1301,null,null,null,null,null,null,112977,112977,Member 12Aug1301,Member 12Aug1301,Member 12Aug1301,Member 12Aug1301,Member 12Aug1301,Member 12Aug1301,null,null,Birmingham,Birmingham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44849,44849,73273,73273,GBR,GBR,112557,112557,EB034C45-6C41-471A-B5FA-30887B40C009,eb034c45-6c41-471a-b5fa-30887b40c009,NEW Member 11Aug@9938,NEW Member 11Aug@9938,null,null,null,null,null,null,null,null,NEW Member 11Aug@9938,Member 11Aug@9938,NEW Member 11Aug@9938,NEW Member 11Aug@9938,null,null,null,null,null,null,112972,112972,NEW Member 11Aug@9938,NEW Member 11Aug@9938,Member 11Aug@9938L1,Member 11Aug@9938L1,Member 11Aug@9938L2,Member 11Aug@9938L2,null,null,Birmingham,Birmingham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44848,44848,73272,73272,GBR,GBR,112556,112556,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,MemberNew 1,MemberNew 1,null,null,null,null,null,null,null,null,MemberNew 1,MemberNew 1,MemberNew 1,MemberNew 1,null,null,null,null,null,null,112971,112971,MemberNew 1,MemberNew 1,MemberNew 1,MemberNew 1,MemberNew 1,MemberNew 1,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44847,44847,73271,73271,GBR,GBR,112555,112555,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,bbbbllllaaah,bbbbllllaaah,null,null,null,null,null,null,null,null,bbbbllllaaah,bbbbllllaaah,bbbbllllaaah,bbbbllllaaah,null,null,null,null,null,null,112970,112970,bbbbllllaaah,bbbbllllaaah,bbbbllllaaah1,bbbbllllaaah1,bbbbllllaaah2,bbbbllllaaah2,null,null,birmingham,birmingham,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is Passed
44846,44846,73270,73270,GBR,AUT,112046,112046,A48EDFD5-E25F-EA11-A811-000D3A86A8CF,a48edfd5-e25f-ea11-a811-000d3a86a8cf,AMP Test Cold Prospect Party,AMP Test Cold Prospect Party,null,null,null,null,null,null,null,null,AMP Test Cold Prospect Party,check 1,AMP Test Cold Prospect Party,AMP Test Cold Prospect Party,null,null,null,null,null,null,112454,112454,AMP Test Cold Prospect Party,AMP Test Cold Prospect Party,null,null,null,null,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,null,null,Test Case is Failed
44845,44845,73269,73269,OPEN,AUS,112554,112554,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,M1044260,M1044260,null,null,null,null,null,null,null,null,M1044260,AN,M1044260,M1044260,null,null,null,null,null,null,112969,112969,M1044260,M1044260,null,null,null,null,null,null,C,C,null,null,AS DECLARED,AS DECLARED,null,null,Test Case is Failed
44844,44844,73268,73268,AZE,AUS,112553,112553,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,M1044258,M1044258,null,null,null,null,null,null,null,null,M1044258,AN,M1044258,M1044258,null,null,null,null,null,null,112968,112968,M1044258,M1044258,null,null,null,null,null,null,C,C,null,null,AZERBAIJAN REPUBLIC OF,AZERBAIJAN REPUBLIC OF,null,null,Test Case is Failed
44843,44843,73267,73267,AUT,ABW,112552,112552,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,M1044257,M1044257,null,null,null,null,null,null,null,null,M1044257,AN,M1044257,M1044257,null,null,null,null,null,null,112967,112967,M1044257,M1044257,null,null,null,null,null,null,C,C,null,null,AUSTRIA,AUSTRIA,null,null,Test Case is Failed
44842,44842,73266,73266,AUS,AUT,112551,112551,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,M1044255,M1044255,null,null,null,null,null,null,null,null,M1044255,AN,M1044255,M1044255,null,null,null,null,null,null,112966,112966,M1044255,M1044255,null,null,null,null,null,null,C,C,null,null,AUSTRALIA,AUSTRALIA,null,null,Test Case is Failed
44841,44841,73265,73265,BHS,BHS,112550,112550,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,M1044253,M1044253,null,null,null,null,null,null,null,null,M1044253,AN,M1044253,M1044253,null,null,null,null,null,null,112965,112965,M1044253,M1044253,null,null,null,null,null,null,C,C,null,null,BAHAMAS,BAHAMAS,null,null,Test Case is Passed
44840,44840,73264,73264,BLZ,BLZ,112549,112549,375E34A1-4B65-EA11-A811-000D3A86A8CF,375e34a1-4b65-ea11-a811-000d3a86a8cf,LINTER MARITIME LIMITED,LINTER MARITIME LIMITED,null,null,null,null,null,null,null,null,LINTER MARITIME LIMITED,Corner Hutson & Eyre Street,LINTER MARITIME LIMITED,LINTER MARITIME LIMITED,null,null,null,null,null,null,112964,112964,LINTER MARITIME LIMITED,LINTER MARITIME LIMITED,Blake Building Suite 302,Blake Building Suite 302,null,null,null,null,Belize City,Belize City,null,null,BELIZE,BELIZE,null,null,Test Case is Passed
44838,44838,73262,73262,GBG,GBG,112539,112539,E239B4F9-2965-EA11-A811-000D3A86A8CF,e239b4f9-2965-ea11-a811-000d3a86a8cf,NGONI LIMITED,NGONI LIMITED,null,null,null,null,null,null,null,null,NGONI LIMITED,Granary House,NGONI LIMITED,NGONI LIMITED,null,null,null,null,null,null,112954,112954,NGONI LIMITED,NGONI LIMITED,The Grance,The Grance,null,null,null,null,St Peter Port,St Peter Port,null,null,GUERNSEY,GUERNSEY,GY1 2QG,GY1 2QG,Test Case is Passed
44836,44836,73260,73260,COK,COK,112535,112535,2380C6EB-0F65-EA11-A811-000D3A86A8CF,2380c6eb-0f65-ea11-a811-000d3a86a8cf,OCEAN V LTD,OCEAN V LTD,null,null,null,null,null,null,null,null,OCEAN V LTD,Suite 1 Taikura House,OCEAN V LTD,OCEAN V LTD,null,null,null,null,null,null,112950,112950,OCEAN V LTD,OCEAN V LTD,Titika Veka,Titika Veka,null,null,null,null,Rarotonga,Rarotonga,null,null,COOK ISLANDS,COOK ISLANDS,null,null,Test Case is Passed
44835,44835,73259,73259,HKG,HKG,112529,112529,7284D134-0665-EA11-A811-000D3A86A8CF,7284d134-0665-ea11-a811-000d3a86a8cf,LUCKWAY INVESTMENT LIMITED,LUCKWAY INVESTMENT LIMITED,null,null,null,null,null,null,null,null,LUCKWAY INVESTMENT LIMITED,14/F. CHUN WO COMMERCIAL CENTRE ,LUCKWAY INVESTMENT LIMITED,LUCKWAY INVESTMENT LIMITED,null,null,null,null,null,null,112944,112944,LUCKWAY INVESTMENT LIMITED,LUCKWAY INVESTMENT LIMITED,25 WING WO STREET,25 WING WO STREET,CENTRAL,CENTRAL,null,null,HONG KONG,HONG KONG,null,null,HONG KONG,HONG KONG,null,null,Test Case is Passed
44834,44834,73258,73258,AUS,AUS,112526,112526,482351AE-FD64-EA11-A811-000D3A86AD30,482351ae-fd64-ea11-a811-000d3a86ad30,Escudos Verdes Pty Ltd T/as Whalesong Cruises,Escudos Verdes Pty Ltd T/as Whalesong Cruises,null,null,null,null,null,null,null,null,Escudos Verdes Pty Ltd T/as Whalesong Cruises,Shop 217 Buccaneer Dr,Escudos Verdes Pty Ltd T/as Whalesong Cruises,Escudos Verdes Pty Ltd T/as Whalesong Cruises,null,null,null,null,null,null,112941,112941,Escudos Verdes Pty Ltd T/as Whalesong Cruises,Escudos Verdes Pty Ltd T/as Whalesong Cruises,Great Sandy Straits Marina Terminal Building,Great Sandy Straits Marina Terminal Building,null,null,null,null,Urangan,Urangan,QLD ,QLD ,AUSTRALIA,AUSTRALIA,4655,4655,Test Case is Passed
44833,44833,73257,73257,LKA,LKA,112525,112525,98B3A976-FA64-EA11-A811-000D3A86A8CF,98b3a976-fa64-ea11-a811-000d3a86a8cf,Sharaf Shipping Agency (PVT) Ltd,Sharaf Shipping Agency (PVT) Ltd,null,null,null,null,null,null,null,null,Sharaf Shipping Agency (PVT) Ltd,P.O. Box 1235,Sharaf Shipping Agency (PVT) Ltd,Sharaf Shipping Agency (PVT) Ltd,null,null,null,null,null,null,112940,112940,Sharaf Shipping Agency (PVT) Ltd,Sharaf Shipping Agency (PVT) Ltd,Robert Senanayake Building,Robert Senanayake Building,#46/5,#46/5,Nawam Mawatha,Nawam Mawatha,Colombo 02,Colombo 02,null,null,SRI LANKA,SRI LANKA,null,null,Test Case is Passed
44832,44832,73256,73256,MYS,MYS,112521,112521,56976F34-CA64-EA11-A811-000D3A86AD30,56976f34-ca64-ea11-a811-000d3a86ad30,Pan Marine Shipping Sdn Bhd,Pan Marine Shipping Sdn Bhd,null,null,null,null,null,null,null,null,Pan Marine Shipping Sdn Bhd,No. 19-21,Pan Marine Shipping Sdn Bhd,Pan Marine Shipping Sdn Bhd,sally.lau@sapor.com.my,sally.lau@sapor.com.my,null,null,null,null,112936,112936,Pan Marine Shipping Sdn Bhd,Pan Marine Shipping Sdn Bhd,3rd Floor,3rd Floor,Chengal Road,Chengal Road,null,null,Sibu ,Sibu ,Sarawak,Sarawak,MALAYSIA,MALAYSIA,96000,96000,Test Case is Passed
44829,44829,73253,73253,FRA,FRA,112494,112494,D58B86CD-7964-EA11-A811-000D3A86AD30,d58b86cd-7964-ea11-a811-000d3a86ad30,LA CARLINE SARL ,LA CARLINE SARL ,null,null,null,null,null,null,null,null,LA CARLINE SARL ,Embarcadère Route du Sauzé,LA CARLINE SARL ,LA CARLINE SARL ,null,null,null,null,null,null,112909,112909,LA CARLINE SARL ,LA CARLINE SARL ,null,null,null,null,null,null,SAVINES LE LAC,SAVINES LE LAC,null,null,FRANCE,FRANCE,05160 ,05160 ,Test Case is Passed
44828,44828,73252,73252,MLT,MLT,112493,112493,343FF1C5-7764-EA11-A811-000D3A86A8CF,343ff1c5-7764-ea11-a811-000d3a86a8cf,All Ocean Limited,All Ocean Limited,null,null,null,null,null,null,null,null,All Ocean Limited,171 Old Bakery Street,All Ocean Limited,All Ocean Limited,null,null,null,null,null,null,112908,112908,All Ocean Limited,All Ocean Limited,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1455,VLT 1455,Test Case is Passed
44826,44826,73250,73250,CYM,CYM,112491,112491,2709D36C-6964-EA11-A811-000D3A86AD30,2709d36c-6964-ea11-a811-000d3a86ad30,SEVEN LIMITED,SEVEN LIMITED,null,null,null,null,null,null,null,null,SEVEN LIMITED,UGLAND HOUSE,SEVEN LIMITED,SEVEN LIMITED,null,null,null,null,null,null,112906,112906,SEVEN LIMITED,SEVEN LIMITED,P.O. BOX 309,P.O. BOX 309,GEORGE TOWN,GEORGE TOWN,null,null,GRAND CAYMAN,GRAND CAYMAN,null,null,CAYMAN ISLANDS,CAYMAN ISLANDS,null,null,Test Case is Passed
44820,44820,73244,73244,BEL,BEL,112481,112481,71B70B7A-4864-EA11-A811-000D3A86A8CF,71b70b7a-4864-ea11-a811-000d3a86a8cf,Philippe Charles de Moerloose ,Philippe Charles de Moerloose ,null,null,null,null,null,null,null,null,Philippe Charles de Moerloose ,Avenue Fleming 4,Philippe Charles de Moerloose ,Philippe Charles de Moerloose ,null,null,null,null,null,null,112896,112896,Philippe Charles de Moerloose ,Philippe Charles de Moerloose ,null,null,null,null,null,null,Wavre,Wavre,null,null,BELGIUM,BELGIUM,1300,1300,Test Case is Passed
44818,44818,73242,73242,PAN,PAN,112477,112477,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,SOLAR INVESTMENTS LIMITED CORP.,SOLAR INVESTMENTS LIMITED CORP.,null,null,null,null,null,null,null,null,SOLAR INVESTMENTS LIMITED CORP.,GLOBAL BANK BUILDING,SOLAR INVESTMENTS LIMITED CORP.,SOLAR INVESTMENTS LIMITED CORP.,null,null,null,null,null,null,112892,112892,SOLAR INVESTMENTS LIMITED CORP.,SOLAR INVESTMENTS LIMITED CORP.,18TH FLOOR SUITE 1801,18TH FLOOR SUITE 1801,50TH STREET,50TH STREET,null,null,PANAMA,PANAMA,null,null,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,null,null,Test Case is Passed
44817,44817,73241,73241,VGB,VGB,112472,112472,8CF8C528-AC63-EA11-A811-000D3A86A8CF,8cf8c528-ac63-ea11-a811-000d3a86a8cf,Anchorage Marine Ventures Limited,Anchorage Marine Ventures Limited,null,null,null,null,null,null,null,null,Anchorage Marine Ventures Limited,Palm Chambers 197 Main Street ,Anchorage Marine Ventures Limited,Anchorage Marine Ventures Limited,null,null,null,null,null,null,112887,112887,Anchorage Marine Ventures Limited,Anchorage Marine Ventures Limited,P.O. Box 4493,P.O. Box 4493,Road Town,Road Town,null,null,Tortola,Tortola,null,null,BRITISH VIRGIN ISLANDS,BRITISH VIRGIN ISLANDS,null,null,Test Case is Passed
44815,44815,73239,73239,MHL,TUR,112470,112470,218E9471-A263-EA11-A811-000D3A86AD30,218e9471-a263-ea11-a811-000d3a86ad30,MYSTERYSEA MARITIME INVESTMENTS CORPORATION,MYSTERYSEA MARITIME INVESTMENTS CORPORATION,null,null,null,null,null,null,null,null,MYSTERYSEA MARITIME INVESTMENTS CORPORATION,Trust Company Complex,MYSTERYSEA MARITIME INVESTMENTS CORPORATION,MYSTERYSEA MARITIME INVESTMENTS CORPORATION,null,null,null,null,null,null,112885,112885,MYSTERYSEA MARITIME INVESTMENTS CORPORATION,MYSTERYSEA MARITIME INVESTMENTS CORPORATION,Ajeltake Road,Ajeltake Road,Ajeltake Island,Ajeltake Island,null,null,Majuro,Majuro,null,null,MARSHALL ISLANDS,MARSHALL ISLANDS,null,null,Test Case is Failed
44813,44813,73237,73237,GRC,GRC,112468,112468,B947EB93-8E63-EA11-A811-000D3A86AD30,b947eb93-8e63-ea11-a811-000d3a86ad30,SUNRISE OIA M.C.P.Y.,SUNRISE OIA M.C.P.Y.,null,null,null,null,null,null,null,null,SUNRISE OIA M.C.P.Y.,Oia,SUNRISE OIA M.C.P.Y.,SUNRISE OIA M.C.P.Y.,null,null,null,null,null,null,112883,112883,SUNRISE OIA M.C.P.Y.,SUNRISE OIA M.C.P.Y.,null,null,null,null,null,null,Thira,Thira,null,null,GREECE,GREECE,null,null,Test Case is Passed
44812,44812,73236,73236,MLT,MLT,112467,112467,319D3E8A-8B63-EA11-A811-000D3A86A8CF,319d3e8a-8b63-ea11-a811-000d3a86a8cf,BLUE FUN COMPANY LTD,BLUE FUN COMPANY LTD,null,null,null,null,null,null,null,null,BLUE FUN COMPANY LTD,103 PALAZZO PIETRO STIGES,BLUE FUN COMPANY LTD,BLUE FUN COMPANY LTD,null,null,null,null,null,null,112882,112882,BLUE FUN COMPANY LTD,BLUE FUN COMPANY LTD,STRAIT STREET,STRAIT STREET,null,null,null,null,VALLETTA,VALLETTA,null,null,MALTA,MALTA,VLT 1436,VLT 1436,Test Case is Passed
44811,44811,73235,73235,USA,USA,112466,112466,2AE000B3-8863-EA11-A811-000D3A86AD30,2ae000b3-8863-ea11-a811-000d3a86ad30,CLUB M YACHTING LTD,CLUB M YACHTING LTD,null,null,null,null,null,null,null,null,CLUB M YACHTING LTD,152 WEST 5TH STREET,CLUB M YACHTING LTD,CLUB M YACHTING LTD,null,null,null,null,null,null,112881,112881,CLUB M YACHTING LTD,CLUB M YACHTING LTD,45TH FLOOR,45TH FLOOR,null,null,null,null,NEW YORK,NEW YORK,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,10019,10019,Test Case is Passed
44809,44809,73233,73233,USA,USA,112460,112460,7E5C6B62-8063-EA11-A811-000D3A86AD30,7e5c6b62-8063-ea11-a811-000d3a86ad30,GAF Yachting LLC,GAF Yachting LLC,null,null,null,null,null,null,null,null,GAF Yachting LLC,377 East Coconut Palm Road,GAF Yachting LLC,GAF Yachting LLC,null,null,null,null,null,null,112875,112875,GAF Yachting LLC,GAF Yachting LLC,null,null,null,null,null,null,Boca Raton,Boca Raton,null,null,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,FL 33432,FL 33432,Test Case is Passed
44801,44801,73225,73225,IDN,IDN,112445,112445,0C27D6A2-3963-EA11-A811-000D3A86A8CF,0c27d6a2-3963-ea11-a811-000d3a86a8cf,PT PELAYARAN BAHARIMAS KALIMANTAN,PT PELAYARAN BAHARIMAS KALIMANTAN,null,null,null,null,null,null,null,null,PT PELAYARAN BAHARIMAS KALIMANTAN,null,PT PELAYARAN BAHARIMAS KALIMANTAN,PT PELAYARAN BAHARIMAS KALIMANTAN,null,null,null,null,null,null,112860,112860,PT PELAYARAN BAHARIMAS KALIMANTAN,PT PELAYARAN BAHARIMAS KALIMANTAN,null,null,null,null,null,null,null,null,null,null,INDONESIA,INDONESIA,null,null,Test Case is Passed
44798,44798,73222,73222,GRC,GRC,112433,112433,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,Nikoloas Liparos,Nikoloas Liparos,null,null,null,null,null,null,null,null,Nikoloas Liparos,Lithi,Nikoloas Liparos,Nikoloas Liparos,nikliparos1@gmail.com,nikliparos1@gmail.com,2271028978 ,2271028978 ,null,null,112848,112848,Nikoloas Liparos,Nikoloas Liparos,null,null,null,null,null,null,Chios island,Chios island,null,null,GREECE,GREECE,null,null,Test Case is Passed
44795,44795,73219,73219,MHL,TUR,112428,112428,B4A98A87-DB62-EA11-A811-000D3A86AD30,b4a98a87-db62-ea11-a811-000d3a86ad30,Seahorse Denizcilik ve Muhendislik Tic. Ltd. Sti.,Seahorse Denizcilik ve Muhendislik Tic. Ltd. Sti.,null,null,null,null,null,null,null,null,Seahorse Denizcilik ve Muhendislik Tic. Ltd. Sti.,DD SHIPPING LIMITED/ TRUST COMPANY COMPLEX,Seahorse Denizcilik ve Muhendislik Tic. Ltd. Sti.,Seahorse Denizcilik ve Muhendislik Tic. Ltd. Sti.,null,null,null,null,null,null,112843,112843,Seahorse Denizcilik ve Muhendislik Tic. Ltd. Sti.,Seahorse Denizcilik ve Muhendislik Tic. Ltd. Sti.,AJELTAKE ROAD,AJELTAKE ROAD,AJELTAKE ISLAND,AJELTAKE ISLAND,null,null,MAJURO,MAJURO,null,null,MARSHALL ISLANDS,MARSHALL ISLANDS,null,null,Test Case is Failed
44794,44794,73218,73218,MLT,MLT,112427,112427,C9BEC177-D862-EA11-A811-000D3A86A8CF,c9bec177-d862-ea11-a811-000d3a86a8cf,Lady Marcelle LTD,Lady Marcelle LTD,null,null,null,null,null,null,null,null,Lady Marcelle LTD,114 The Strand,Lady Marcelle LTD,Lady Marcelle LTD,null,null,null,null,null,null,112842,112842,Lady Marcelle LTD,Lady Marcelle LTD,null,null,null,null,null,null,Gzira,Gzira,null,null,MALTA,MALTA,null,null,Test Case is Passed
44793,44793,73217,73217,NAM,NAM,112425,112425,BFB68A92-C162-EA11-A811-000D3A86AD30,bfb68a92-c162-ea11-a811-000d3a86ad30,Tripp Seamount (Pty) Ltd,Tripp Seamount (Pty) Ltd,null,null,null,null,null,null,null,null,Tripp Seamount (Pty) Ltd,128 Sixth Street,Tripp Seamount (Pty) Ltd,Tripp Seamount (Pty) Ltd,null,null,null,null,null,null,112840,112840,Tripp Seamount (Pty) Ltd,Tripp Seamount (Pty) Ltd,null,null,null,null,null,null,Walvis Bay,Walvis Bay,null,null,NAMIBIA REPUBLIC OF,NAMIBIA REPUBLIC OF,null,null,Test Case is Passed
