SQL_ApplicationRiskId,API_ApplicationRiskId,SQL_Id,API_Id,SQL_RiskReference,API_RiskReference,SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_MemberName,API_MemberName,SQL_ApplicationId,API_ApplicationId,SQL_ApplicationReference,API_ApplicationReference,SQL_ApplicationType,API_ApplicationType,SQL_EmailAddress,API_EmailAddress,SQL_VesselId,API_VesselId,SQL_ImoNumber,API_ImoNumber,SQL_VesselName,API_VesselName,SQL_VesselType,API_VesselType,SQL_CallSign,API_CallSign,SQL_GrossTonnage,API_GrossTonnage,SQL_YearBuilt,API_YearBuilt,SQL_FlagCountryCode,API_FlagCountryCode,SQL_FlagCountryName,API_FlagCountryName,SQL_PortOfRegistryCode,API_PortOfRegistryCode,SQL_PortOfRegistryName,API_PortOfRegistryName,SQL_RiskCategoryName,API_RiskCategoryName,SQL_EngineHorsePower,API_EngineHorsePower,SQL_TrademarkEngineModelNumber,API_TrademarkEngineModelNumber,Status
150756,150756,130162,130162,682620,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76123,76123,1044621,1044621,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130162,130162,3458727,3458727,Risk 1 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ppp,ppp,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150755,150754,130163,130162,682621,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76122,76122,1044621,1044621,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130163,130162,3458923,3458727,Risk 2 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,qqq,ppp,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150754,150754,130162,130162,682620,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76122,76122,1044621,1044621,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130162,130162,3458727,3458727,Risk 1 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ppp,ppp,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150753,150752,130161,130160,682619,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76121,76121,1044620,1044620,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130161,130160,2432415,2349010,Risk 2 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ooo,nnn,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150752,150752,130160,130160,682618,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76121,76121,1044620,1044620,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130160,130160,2349010,2349010,Risk 1 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,nnn,nnn,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150751,150750,130161,130160,682619,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76120,76120,1044620,1044620,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130161,130160,2432415,2349010,Risk 2 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ooo,nnn,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150750,150750,130160,130160,682618,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76120,76120,1044620,1044620,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130160,130160,2349010,2349010,Risk 1 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,nnn,nnn,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150749,150748,130159,130158,682617,682616,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76119,76119,1044619,1044619,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130159,130158,2365349,2358906,Risk 2 For1044619,Risk 1 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,mmm,lll,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150748,150748,130158,130158,682616,682616,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76119,76119,1044619,1044619,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130158,130158,2358906,2358906,Risk 1 For1044619,Risk 1 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,lll,lll,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150747,150746,130159,130158,682617,682616,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76118,76118,1044619,1044619,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130159,130158,2365349,2358906,Risk 2 For1044619,Risk 1 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,mmm,lll,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150746,150746,130158,130158,682616,682616,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76118,76118,1044619,1044619,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130158,130158,2358906,2358906,Risk 1 For1044619,Risk 1 For1044619,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,lll,lll,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150745,150745,130157,130157,682615,682615,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76117,76117,1044618,1044618,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130157,130157,8340298,8340298,Risk 1 For1044618,Risk 1 For1044618,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,kkk,kkk,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150744,150744,130157,130157,682615,682615,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76116,76116,1044618,1044618,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130157,130157,8340298,8340298,Risk 1 For1044618,Risk 1 For1044618,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,kkk,kkk,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150743,150743,130156,130156,682614,682614,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76115,76115,1044617,1044617,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130156,130156,8297518,8297518,Updated Happy Risk,Updated Happy Risk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jjj,jjj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150742,150742,130156,130156,682614,682614,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76114,76114,1044617,1044617,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130156,130156,8297518,8297518,Updated Happy Risk,Risk 1 For1044617,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jjj,jjj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150741,150740,130155,130154,682613,682612,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76113,76113,1044616,1044616,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130155,130154,5373921,9784386,Risk2 For1044616 ,Risk 1 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,iii,hhh,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150740,150740,130154,130154,682612,682612,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76113,76113,1044616,1044616,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130154,130154,9784386,9784386,Risk 1 For1044616 ,Risk 1 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,hhh,hhh,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150739,150738,130155,130154,682613,682612,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76112,76112,1044616,1044616,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130155,130154,5373921,9784386,Risk2 For1044616 ,Risk 1 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,iii,hhh,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150738,150738,130154,130154,682612,682612,44892,44892,73316,73316,Member For1044616 ,Member For1044616 ,76112,76112,1044616,1044616,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130154,130154,9784386,9784386,Risk 1 For1044616 ,Risk 1 For1044616 ,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,hhh,hhh,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150737,150737,130153,130153,682611,682611,44891,44891,73315,73315,Member For1044615,Member For1044615,76111,76111,1044615,1044615,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130153,130153,4643537,4643537,Risk 1 1044615,Risk 1 1044615,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ggg,ggg,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,GEN,TRIESTE,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150736,150736,130153,130153,682611,682611,44891,44891,73315,73315,Member For1044615,Member For1044615,76110,76110,1044615,1044615,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130153,130153,4643537,4643537,Risk 1 1044615,Risk 1 1044615,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ggg,ggg,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150735,150735,130152,130152,682610,682610,44890,44890,73314,73314,Member For1044614,Member For1044614,76109,76109,1044614,1044614,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130152,130152,6245212,6245212,Risk 1 1044614,Risk 1 1044614,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,fff,fff,2000,2000,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150734,150734,130152,130152,682610,682610,44890,44890,73314,73314,Member For1044614,Member For1044614,76108,76108,1044614,1044614,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130152,130152,6245212,6245212,Risk 1 1044614,Risk 1 1044614,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,fff,fff,2000,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150733,150732,130151,130150,682609,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76107,76107,1044613,1044613,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130151,130150,7835636,3465457,Major Tom,Starman,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,eee,ddd,2500,2000,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150732,150732,130150,130150,682608,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76107,76107,1044613,1044613,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130150,130150,3465457,3465457,Moribund the Burgermeister,Starman,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ddd,ddd,2000,2000,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150731,150730,130151,130150,682609,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76106,76106,1044613,1044613,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130151,130150,7835636,3465457,Major Tom,Risk 1 For1044613,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,eee,ddd,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150730,150730,130150,130150,682608,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76106,76106,1044613,1044613,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130150,130150,3465457,3465457,Moribund the Burgermeister,Risk 1 For1044613,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ddd,ddd,2000,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150729,150728,130149,130148,682607,682606,44888,44888,73312,73312,Member For155071,Member For155071,76105,76105,1044612,1044612,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130149,130148,6546343,5239814,Risk 2 For1044612,Risk 1 For1044612,YACHT CHARTER 13+ PAX,YACHT CHARTER MAX 12 PAX,ccc,bbb,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150728,150728,130148,130148,682606,682606,44888,44888,73312,73312,Member For155071,Member For155071,76105,76105,1044612,1044612,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130148,130148,5239814,5239814,Risk 1 For1044612,Risk 1 For1044612,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,bbb,bbb,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150727,150726,130149,130148,682607,682606,44888,44888,73312,73312,Member For155071,Member For155071,76104,76104,1044612,1044612,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130149,130148,6546343,5239814,Risk 2 For1044612,Risk 1 For1044612,YACHT CHARTER 13+ PAX,YACHT CHARTER MAX 12 PAX,ccc,bbb,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150726,150726,130148,130148,682606,682606,44888,44888,73312,73312,Member For155071,Member For155071,76104,76104,1044612,1044612,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130148,130148,5239814,5239814,Risk 1 For1044612,Risk 1 For1044612,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,bbb,bbb,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150725,150724,130147,130146,682605,682604,44888,44888,73312,73312,Member For155071,Member For155071,76103,76103,1044611,1044611,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130147,130146,4698702,null,Risk 2 1044611,Risk 1 1044611,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,aaa,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150724,150724,130146,130146,682604,682604,44888,44888,73312,73312,Member For155071,Member For155071,76103,76103,1044611,1044611,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130146,130146,null,null,Risk 1 1044611,Risk 1 1044611,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150723,150723,130145,130145,682603,682603,44888,44888,73312,73312,Member For155071,Member For155071,76102,76102,1044610,1044610,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130145,130145,null,null,Risk 1044610,Risk 1044610,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150722,150721,130144,130143,682602,682601,44888,44888,73312,73312,Member For155071,Member For155071,76101,76101,1044609,1044609,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130144,130143,null,null,Risk 2 1044609,Risk 1 1044609,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150721,150721,130143,130143,682601,682601,44888,44888,73312,73312,Member For155071,Member For155071,76101,76101,1044609,1044609,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130143,130143,null,null,Risk 1 1044609,Risk 1 1044609,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150720,150720,130142,130142,682600,682600,44888,44888,73312,73312,Member For155071,Member For155071,76100,76100,1044608,1044608,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130142,130142,null,null,Risk For1044608,Risk For1044608,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150719,150719,130141,130141,682599,682599,44888,44888,73312,73312,Member For155071,Member For155071,76099,76099,1044607,1044607,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130141,130141,null,null,Risk 1044607,Risk 1044607,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150718,150717,130140,130139,682598,682597,44888,44888,73312,73312,Member For155071,Member For155071,76098,76098,1044606,1044606,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130140,130139,null,null,Risk 2 1044606,Risk 1 1044606,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150717,150717,130139,130139,682597,682597,44888,44888,73312,73312,Member For155071,Member For155071,76098,76098,1044606,1044606,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130139,130139,null,null,Risk 1 1044606,Risk 1 1044606,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150716,150716,130138,130138,682596,682596,44887,44887,73311,73311,PaulsNewMember,PaulsNewMember,76097,76097,1044605,1044605,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130138,130138,null,null,notaboat,notaboat,GENERAL BARGE,GENERAL BARGE,null,null,123,123,2003,2003,ALD,ALD,ALAND ISLANDS,ALAND ISLANDS,A G,A G,A GUARDA,A GUARDA,BARGES,BARGES,null,null,null,null,Test Case is passed
150715,150715,130137,130137,682595,682595,44887,44887,73311,73311,PaulsNewMember,PaulsNewMember,76096,76096,1044604,1044604,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130137,130137,null,null,omgitstheblob,omgitstheblob,DREDGING (FISHING),DREDGING (FISHING),null,null,123,123,2003,2003,ALD,ALD,ALAND ISLANDS,ALAND ISLANDS,A G,A G,A GUARDA,A GUARDA,FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case is passed
150714,150714,130136,130136,682594,682594,44887,44887,73311,73311,PaulsNewMember,PaulsNewMember,76095,76095,1044603,1044603,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130136,130136,null,null,itsathing,itsathing,DREDGING (FISHING),DREDGING (FISHING),null,null,123,123,2003,2003,AFG,AFG,AFGHANISTAN,AFGHANISTAN,A G,A G,A GUARDA,A GUARDA,FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case is passed
150713,150713,130135,130135,682593,682593,44886,44886,73310,73310,Paul Productions,Paul Productions,76094,76094,1044602,1044602,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130135,130135,null,null,Ark,Ark,TANK,TANK,null,null,1,1,2000,2000,VGB,VGB,BRITISH VIRGIN ISLANDS,BRITISH VIRGIN ISLANDS,ABE,ABE,ABERDEEN,ABERDEEN,BARGES,BARGES,null,null,null,null,Test Case is passed
150712,150712,130135,130135,682593,682593,44886,44886,73310,73310,Paul Productions,Pfander,76093,76093,1044602,1044602,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130135,130135,null,null,Ark,Ark,TANK,TANK,null,null,1,1,2000,2000,VGB,VGB,BRITISH VIRGIN ISLANDS,BRITISH VIRGIN ISLANDS,ABE,ABE,ABERDEEN,ABERDEEN,BARGES,BARGES,null,null,null,null,Test Case is failed
150711,150710,130134,130133,682592,682591,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,76091,76091,1044600,1044600,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130134,130133,7655464,2345789,Case1 Risk2,Case1 Risk1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,c1r2,C1r1,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150710,150710,130133,130133,682591,682591,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,76091,76091,1044600,1044600,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130133,130133,2345789,2345789,Case1 Risk1,Case1 Risk1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,C1r1,C1r1,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150707,150706,130134,130133,682592,682591,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,76089,76089,1044599,1044599,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130134,130133,7655464,2345789,Case1 Risk2,Case1 Risk1Update,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,c1r2,C1r1,2500,3333,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,GEN,CORK,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150706,150706,130133,130133,682591,682591,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,76089,76089,1044599,1044599,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130133,130133,2345789,2345789,Case1 Risk1,Case1 Risk1Update,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,C1r1,C1r1,2500,3333,2012,2012,ITA,ITA,ITALY,ITALY,TRE,GEN,TRIESTE,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150705,150704,130134,130133,682592,682591,44884,44884,73308,73308,FirstUpdate Member,OriginalName Member,76088,76088,1044599,1044599,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130134,130133,7655464,2345789,Case1 Risk2,Case1 Risk1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,c1r2,C1r1,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150704,150704,130133,130133,682591,682591,44884,44884,73308,73308,FirstUpdate Member,OriginalName Member,76088,76088,1044599,1044599,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130133,130133,2345789,2345789,Case1 Risk1,Case1 Risk1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,C1r1,C1r1,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
